Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;Estimated
P1[0.00,0.00,0.00]=2.47;P2[8.00,2.40,0.00]=5.74;P3[13.00,0.00,0.00]=10.57;P8[5.90,10.00,0.00]=9.10;[2.22,1.41,0.56]
P1[0.00,0.00,0.00]=2.47;P2[8.00,2.40,0.00]=5.75;P3[13.00,0.00,0.00]=10.65;P8[5.90,10.00,0.00]=9.16;[2.23,1.41,0.53]
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.78;P3[13.00,0.00,0.00]=10.49;P8[5.90,10.00,0.00]=9.05;[2.25,1.40,0.56]
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.78;P3[13.00,0.00,0.00]=10.52;P8[5.90,10.00,0.00]=9.22;[2.28,1.37,0.46]
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.77;P3[13.00,0.00,0.00]=10.59;P8[5.90,10.00,0.00]=9.10;[2.27,1.37,0.57]
P1[0.00,0.00,0.00]=2.43;P2[8.00,2.40,0.00]=5.81;P3[13.00,0.00,0.00]=10.53;P8[5.90,10.00,0.00]=9.13;[2.27,1.36,0.61]
P1[0.00,0.00,0.00]=2.45;P2[8.00,2.40,0.00]=5.74;P3[13.00,0.00,0.00]=10.56;P8[5.90,10.00,0.00]=9.26;[2.28,1.33,0.53]
P1[0.00,0.00,0.00]=2.47;P2[8.00,2.40,0.00]=5.80;P3[13.00,0.00,0.00]=10.49;P8[5.90,10.00,0.00]=9.10;[2.29,1.33,0.58]
P1[0.00,0.00,0.00]=2.45;P2[8.00,2.40,0.00]=5.76;P8[5.90,10.00,0.00]=9.18;null;[2.26,1.36,0.58]
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.79;P8[5.90,10.00,0.00]=9.09;null;[2.22,1.40,0.60]
P1[0.00,0.00,0.00]=2.45;P2[8.00,2.40,0.00]=5.80;P8[5.90,10.00,0.00]=9.12;P7[2.90,24.00,0.00]=22.36;[2.19,1.43,0.60]
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.75;P8[5.90,10.00,0.00]=9.22;null;[2.19,1.42,0.64]
P1[0.00,0.00,0.00]=2.45;P2[8.00,2.40,0.00]=5.77;P3[13.00,0.00,0.00]=10.61;P8[5.90,10.00,0.00]=9.19;[2.21,1.40,0.54]
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.75;P3[13.00,0.00,0.00]=10.55;P8[5.90,10.00,0.00]=9.25;[2.24,1.36,0.50]
P1[0.00,0.00,0.00]=2.44;P2[8.00,2.40,0.00]=5.79;P3[13.00,0.00,0.00]=10.48;P8[5.90,10.00,0.00]=9.09;[2.26,1.36,0.52]
P1[0.00,0.00,0.00]=2.43;P2[8.00,2.40,0.00]=5.80;P3[13.00,0.00,0.00]=10.47;P8[5.90,10.00,0.00]=9.04;[2.28,1.36,0.48]
P1[0.00,0.00,0.00]=2.44;P2[8.00,2.40,0.00]=5.79;P3[13.00,0.00,0.00]=10.60;P8[5.90,10.00,0.00]=9.22;[2.28,1.35,0.42]
P1[0.00,0.00,0.00]=2.43;P2[8.00,2.40,0.00]=5.78;P3[13.00,0.00,0.00]=10.55;P8[5.90,10.00,0.00]=9.17;[2.27,1.33,0.52]
P1[0.00,0.00,0.00]=2.45;P2[8.00,2.40,0.00]=5.74;P3[13.00,0.00,0.00]=10.48;P8[5.90,10.00,0.00]=9.20;[2.29,1.31,0.59]
P1[0.00,0.00,0.00]=2.42;P2[8.00,2.40,0.00]=5.77;P8[5.90,10.00,0.00]=9.13;null;[2.24,1.35,0.54]
P1[0.00,0.00,0.00]=2.44;P2[8.00,2.40,0.00]=5.72;P3[13.00,0.00,0.00]=10.61;P8[5.90,10.00,0.00]=9.16;[2.24,1.35,0.63]
P1[0.00,0.00,0.00]=2.42;P2[8.00,2.40,0.00]=5.82;P3[13.00,0.00,0.00]=10.64;P8[5.90,10.00,0.00]=9.23;[2.24,1.34,0.56]
P1[0.00,0.00,0.00]=2.44;P2[8.00,2.40,0.00]=5.76;P8[5.90,10.00,0.00]=9.29;null;[2.22,1.33,0.60]
P1[0.00,0.00,0.00]=2.41;P2[8.00,2.40,0.00]=5.79;P3[13.00,0.00,0.00]=10.58;P8[5.90,10.00,0.00]=9.18;[2.23,1.32,0.66]
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.80;P3[13.00,0.00,0.00]=10.48;P8[5.90,10.00,0.00]=9.16;[2.25,1.31,0.70]
P1[0.00,0.00,0.00]=2.45;P2[8.00,2.40,0.00]=5.76;P8[5.90,10.00,0.00]=9.02;null;[2.21,1.38,0.58]
P1[0.00,0.00,0.00]=2.44;P2[8.00,2.40,0.00]=5.72;P3[13.00,0.00,0.00]=10.54;P8[5.90,10.00,0.00]=9.21;[2.23,1.35,0.66]
P1[0.00,0.00,0.00]=2.41;P2[8.00,2.40,0.00]=5.78;P8[5.90,10.00,0.00]=9.13;null;[2.20,1.39,0.59]
P1[0.00,0.00,0.00]=2.38;P2[8.00,2.40,0.00]=5.77;P3[13.00,0.00,0.00]=10.55;P8[5.90,10.00,0.00]=9.21;[2.21,1.35,0.63]
P1[0.00,0.00,0.00]=2.42;P2[8.00,2.40,0.00]=5.72;P3[13.00,0.00,0.00]=10.54;P8[5.90,10.00,0.00]=9.11;[2.22,1.35,0.64]
P1[0.00,0.00,0.00]=2.43;P2[8.00,2.40,0.00]=5.80;P3[13.00,0.00,0.00]=10.55;P8[5.90,10.00,0.00]=9.13;[2.23,1.35,0.66]
P1[0.00,0.00,0.00]=2.43;P2[8.00,2.40,0.00]=5.80;P3[13.00,0.00,0.00]=10.53;P8[5.90,10.00,0.00]=9.21;[2.24,1.32,0.71]
P1[0.00,0.00,0.00]=2.45;P2[8.00,2.40,0.00]=5.78;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.12;[2.26,1.32,0.71]
P1[0.00,0.00,0.00]=2.46;P2[8.00,2.40,0.00]=5.74;P3[13.00,0.00,0.00]=10.49;P8[5.90,10.00,0.00]=9.20;[2.27,1.30,0.74]
P1[0.00,0.00,0.00]=2.47;P2[8.00,2.40,0.00]=5.80;P3[13.00,0.00,0.00]=10.58;P8[5.90,10.00,0.00]=9.16;[2.26,1.31,0.79]
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.80;P3[13.00,0.00,0.00]=10.52;P8[5.90,10.00,0.00]=9.19;[2.27,1.30,0.82]
P1[0.00,0.00,0.00]=2.45;P2[8.00,2.40,0.00]=5.79;P3[13.00,0.00,0.00]=10.43;P8[5.90,10.00,0.00]=9.16;[2.29,1.29,0.77]
P1[0.00,0.00,0.00]=2.43;P2[8.00,2.40,0.00]=5.78;P8[5.90,10.00,0.00]=9.18;null;[2.25,1.32,0.72]
P1[0.00,0.00,0.00]=2.42;P2[8.00,2.40,0.00]=5.75;P3[13.00,0.00,0.00]=10.45;P8[5.90,10.00,0.00]=9.22;[2.27,1.29,0.72]
P1[0.00,0.00,0.00]=2.42;P2[8.00,2.40,0.00]=5.77;P8[5.90,10.00,0.00]=9.15;null;[2.24,1.33,0.67]
P1[0.00,0.00,0.00]=2.43;P2[8.00,2.40,0.00]=5.79;P3[13.00,0.00,0.00]=10.57;P8[5.90,10.00,0.00]=9.21;[2.24,1.32,0.72]
P1[0.00,0.00,0.00]=2.41;P2[8.00,2.40,0.00]=5.77;P3[13.00,0.00,0.00]=10.52;P8[5.90,10.00,0.00]=9.19;[2.25,1.30,0.73]
P1[0.00,0.00,0.00]=2.40;P2[8.00,2.40,0.00]=5.73;P3[13.00,0.00,0.00]=10.59;P8[5.90,10.00,0.00]=9.24;[2.24,1.29,0.77]
P1[0.00,0.00,0.00]=2.41;P2[8.00,2.40,0.00]=5.71;P3[13.00,0.00,0.00]=10.56;P8[5.90,10.00,0.00]=9.18;[2.24,1.29,0.78]
P1[0.00,0.00,0.00]=2.45;P2[8.00,2.40,0.00]=5.77;P8[5.90,10.00,0.00]=9.05;null;[2.21,1.36,0.68]
P1[0.00,0.00,0.00]=2.45;P2[8.00,2.40,0.00]=5.78;P3[13.00,0.00,0.00]=10.52;P8[5.90,10.00,0.00]=9.04;[2.23,1.37,0.66]
P1[0.00,0.00,0.00]=2.46;P2[8.00,2.40,0.00]=5.72;P3[13.00,0.00,0.00]=10.60;P8[5.90,10.00,0.00]=9.10;[2.23,1.38,0.71]
P1[0.00,0.00,0.00]=2.47;P2[8.00,2.40,0.00]=5.70;P8[5.90,10.00,0.00]=9.20;null;[2.23,1.37,0.68]
P1[0.00,0.00,0.00]=2.45;P2[8.00,2.40,0.00]=5.72;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.20;[2.24,1.34,0.72]
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.74;P8[5.90,10.00,0.00]=9.20;null;[2.23,1.36,0.71]
P1[0.00,0.00,0.00]=2.42;P2[8.00,2.40,0.00]=5.75;P3[13.00,0.00,0.00]=10.57;P8[5.90,10.00,0.00]=9.03;[2.23,1.38,0.67]
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.71;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=9.22;[2.26,1.34,0.72]
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.80;P3[13.00,0.00,0.00]=10.53;P8[5.90,10.00,0.00]=9.21;[2.28,1.32,0.60]
P1[0.00,0.00,0.00]=2.40;P2[8.00,2.40,0.00]=5.74;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.15;[2.29,1.32,0.60]
P1[0.00,0.00,0.00]=2.40;P2[8.00,2.40,0.00]=5.71;P3[13.00,0.00,0.00]=10.52;P8[5.90,10.00,0.00]=9.18;[2.28,1.30,0.63]
P1[0.00,0.00,0.00]=2.40;P2[8.00,2.40,0.00]=5.76;P3[13.00,0.00,0.00]=10.58;P8[5.90,10.00,0.00]=9.18;[2.27,1.30,0.67]
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.72;P3[13.00,0.00,0.00]=10.52;P8[5.90,10.00,0.00]=9.22;[2.29,1.29,0.54]
P1[0.00,0.00,0.00]=2.53;P2[8.00,2.40,0.00]=5.79;P3[13.00,0.00,0.00]=10.60;P8[5.90,10.00,0.00]=9.19;[2.29,1.31,0.56]
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.78;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.09;[2.30,1.32,0.60]
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.78;P8[5.90,10.00,0.00]=9.15;null;[2.26,1.36,0.62]
P1[0.00,0.00,0.00]=2.45;P2[8.00,2.40,0.00]=5.78;P3[13.00,0.00,0.00]=10.54;P8[5.90,10.00,0.00]=9.09;[2.26,1.36,0.65]
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.81;P8[5.90,10.00,0.00]=9.20;null;[2.23,1.38,0.69]
P1[0.00,0.00,0.00]=2.44;P2[8.00,2.40,0.00]=5.81;P3[13.00,0.00,0.00]=10.45;P8[5.90,10.00,0.00]=9.20;[2.26,1.34,0.70]
P1[0.00,0.00,0.00]=2.46;P2[8.00,2.40,0.00]=5.77;P3[13.00,0.00,0.00]=10.56;P8[5.90,10.00,0.00]=9.22;[2.27,1.33,0.59]
P1[0.00,0.00,0.00]=2.43;P2[8.00,2.40,0.00]=5.76;P3[13.00,0.00,0.00]=10.57;P8[5.90,10.00,0.00]=9.04;[2.26,1.35,0.60]
P1[0.00,0.00,0.00]=2.37;P2[8.00,2.40,0.00]=5.75;P8[5.90,10.00,0.00]=9.17;null;[2.23,1.37,0.49]
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.72;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.05;[2.25,1.38,0.54]
P1[0.00,0.00,0.00]=2.46;P2[8.00,2.40,0.00]=5.76;P3[13.00,0.00,0.00]=10.59;P8[5.90,10.00,0.00]=9.14;[2.25,1.37,0.64]
P1[0.00,0.00,0.00]=2.41;P2[8.00,2.40,0.00]=5.77;P3[13.00,0.00,0.00]=10.51;P8[5.90,10.00,0.00]=9.19;[2.26,1.34,0.66]
P1[0.00,0.00,0.00]=2.42;P2[8.00,2.40,0.00]=5.72;P3[13.00,0.00,0.00]=10.57;P8[5.90,10.00,0.00]=9.14;[2.25,1.34,0.69]
P1[0.00,0.00,0.00]=2.44;P2[8.00,2.40,0.00]=5.76;P3[13.00,0.00,0.00]=10.52;P8[5.90,10.00,0.00]=9.16;[2.26,1.33,0.72]
P1[0.00,0.00,0.00]=2.42;P2[8.00,2.40,0.00]=5.69;P3[13.00,0.00,0.00]=10.61;P8[5.90,10.00,0.00]=9.21;[2.25,1.33,0.62]
P1[0.00,0.00,0.00]=2.39;P2[8.00,2.40,0.00]=5.75;P3[13.00,0.00,0.00]=10.49;P8[5.90,10.00,0.00]=9.16;[2.26,1.32,0.61]
P1[0.00,0.00,0.00]=2.47;P2[8.00,2.40,0.00]=5.78;P3[13.00,0.00,0.00]=10.46;P8[5.90,10.00,0.00]=9.25;[2.28,1.28,0.68]
P1[0.00,0.00,0.00]=2.39;P2[8.00,2.40,0.00]=5.77;P3[13.00,0.00,0.00]=10.56;P8[5.90,10.00,0.00]=9.04;[2.27,1.32,0.62]
P1[0.00,0.00,0.00]=2.43;P2[8.00,2.40,0.00]=5.75;P3[13.00,0.00,0.00]=10.60;P8[5.90,10.00,0.00]=9.21;[2.26,1.31,0.70]
P1[0.00,0.00,0.00]=2.37;P2[8.00,2.40,0.00]=5.74;P3[13.00,0.00,0.00]=10.44;P8[5.90,10.00,0.00]=9.23;[2.28,1.27,0.66]
P1[0.00,0.00,0.00]=2.46;P2[8.00,2.40,0.00]=5.65;P3[13.00,0.00,0.00]=10.51;P8[5.90,10.00,0.00]=9.26;[2.30,1.26,0.52]
P1[0.00,0.00,0.00]=2.50;P2[8.00,2.40,0.00]=5.75;P3[13.00,0.00,0.00]=10.49;P8[5.90,10.00,0.00]=9.18;[2.31,1.26,0.62]
P1[0.00,0.00,0.00]=2.42;P2[8.00,2.40,0.00]=5.79;P8[5.90,10.00,0.00]=9.05;null;[2.25,1.34,0.53]
P1[0.00,0.00,0.00]=2.43;P2[8.00,2.40,0.00]=5.72;P3[13.00,0.00,0.00]=10.48;P8[5.90,10.00,0.00]=9.10;[2.27,1.34,0.53]
P1[0.00,0.00,0.00]=2.45;P2[8.00,2.40,0.00]=5.79;P8[5.90,10.00,0.00]=9.10;null;[2.22,1.39,0.53]
P1[0.00,0.00,0.00]=2.44;P2[8.00,2.40,0.00]=5.80;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.25;[2.25,1.34,0.62]
P1[0.00,0.00,0.00]=2.41;P2[8.00,2.40,0.00]=5.77;P3[13.00,0.00,0.00]=10.54;P8[5.90,10.00,0.00]=9.10;[2.25,1.34,0.62]
P1[0.00,0.00,0.00]=2.43;P2[8.00,2.40,0.00]=5.78;P8[5.90,10.00,0.00]=9.16;null;[2.22,1.37,0.59]
P1[0.00,0.00,0.00]=2.43;P2[8.00,2.40,0.00]=5.83;P3[13.00,0.00,0.00]=10.49;P8[5.90,10.00,0.00]=9.20;[2.24,1.34,0.64]
P1[0.00,0.00,0.00]=2.44;P2[8.00,2.40,0.00]=5.79;P3[13.00,0.00,0.00]=10.55;P8[5.90,10.00,0.00]=9.10;[2.25,1.34,0.66]
P1[0.00,0.00,0.00]=2.44;P2[8.00,2.40,0.00]=5.80;P3[13.00,0.00,0.00]=10.53;P8[5.90,10.00,0.00]=9.19;[2.26,1.32,0.70]
P1[0.00,0.00,0.00]=2.44;P2[8.00,2.40,0.00]=5.76;P8[5.90,10.00,0.00]=9.13;null;[2.22,1.36,0.64]
P1[0.00,0.00,0.00]=2.40;P2[8.00,2.40,0.00]=5.79;P3[13.00,0.00,0.00]=10.58;P8[5.90,10.00,0.00]=9.18;[2.22,1.35,0.68]
P1[0.00,0.00,0.00]=2.45;P2[8.00,2.40,0.00]=5.79;P3[13.00,0.00,0.00]=10.59;P8[5.90,10.00,0.00]=9.16;[2.23,1.34,0.74]
P1[0.00,0.00,0.00]=2.43;P2[8.00,2.40,0.00]=5.77;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.24;[2.24,1.31,0.76]
P1[0.00,0.00,0.00]=2.43;P2[8.00,2.40,0.00]=5.78;P3[13.00,0.00,0.00]=10.57;P8[5.90,10.00,0.00]=9.15;[2.24,1.31,0.78]
P1[0.00,0.00,0.00]=2.47;P2[8.00,2.40,0.00]=5.76;P3[13.00,0.00,0.00]=10.51;P8[5.90,10.00,0.00]=9.15;[2.26,1.31,0.79]
P1[0.00,0.00,0.00]=2.37;P2[8.00,2.40,0.00]=5.76;P8[5.90,10.00,0.00]=9.12;null;[2.21,1.34,0.81]
P1[0.00,0.00,0.00]=2.46;P2[8.00,2.40,0.00]=5.77;P3[13.00,0.00,0.00]=10.57;P8[5.90,10.00,0.00]=9.16;[2.22,1.34,0.83]
P1[0.00,0.00,0.00]=2.43;P2[8.00,2.40,0.00]=5.80;P3[13.00,0.00,0.00]=10.61;P8[5.90,10.00,0.00]=9.19;[2.22,1.33,0.86]
P1[0.00,0.00,0.00]=2.44;P2[8.00,2.40,0.00]=5.78;P3[13.00,0.00,0.00]=10.56;P8[5.90,10.00,0.00]=9.19;[2.23,1.32,0.86]
P1[0.00,0.00,0.00]=2.42;P2[8.00,2.40,0.00]=5.78;P8[5.90,10.00,0.00]=9.19;null;[2.20,1.34,0.79]
P1[0.00,0.00,0.00]=2.46;P2[8.00,2.40,0.00]=5.76;P3[13.00,0.00,0.00]=10.52;P8[5.90,10.00,0.00]=9.22;[2.22,1.32,0.82]
P1[0.00,0.00,0.00]=2.37;P2[8.00,2.40,0.00]=5.80;P3[13.00,0.00,0.00]=10.67;P8[5.90,10.00,0.00]=9.13;[2.21,1.33,0.81]
P1[0.00,0.00,0.00]=2.51;P2[8.00,2.40,0.00]=5.77;P3[13.00,0.00,0.00]=10.66;P8[5.90,10.00,0.00]=9.20;[2.22,1.34,0.78]
P1[0.00,0.00,0.00]=2.41;P2[8.00,2.40,0.00]=5.75;P3[13.00,0.00,0.00]=10.54;P8[5.90,10.00,0.00]=9.22;[2.23,1.31,0.79]
P1[0.00,0.00,0.00]=2.45;P2[8.00,2.40,0.00]=5.78;P3[13.00,0.00,0.00]=10.42;P8[5.90,10.00,0.00]=9.19;[2.26,1.29,0.76]
P1[0.00,0.00,0.00]=2.44;P2[8.00,2.40,0.00]=5.81;P3[13.00,0.00,0.00]=10.61;P8[5.90,10.00,0.00]=9.09;[2.25,1.32,0.77]
P1[0.00,0.00,0.00]=2.49;P2[8.00,2.40,0.00]=5.81;P3[13.00,0.00,0.00]=10.54;P8[5.90,10.00,0.00]=9.06;[2.26,1.34,0.78]
P1[0.00,0.00,0.00]=2.46;P2[8.00,2.40,0.00]=5.95;P3[13.00,0.00,0.00]=10.54;P8[5.90,10.00,0.00]=9.09;[2.26,1.35,0.77]
P1[0.00,0.00,0.00]=2.43;P2[8.00,2.40,0.00]=5.85;P3[13.00,0.00,0.00]=10.55;P8[5.90,10.00,0.00]=9.23;[2.26,1.32,0.81]
P1[0.00,0.00,0.00]=2.42;P2[8.00,2.40,0.00]=5.87;P3[13.00,0.00,0.00]=10.59;P8[5.90,10.00,0.00]=9.08;[2.25,1.34,0.78]
P1[0.00,0.00,0.00]=2.45;P2[8.00,2.40,0.00]=5.88;P3[13.00,0.00,0.00]=10.56;P8[5.90,10.00,0.00]=9.07;[2.25,1.35,0.76]
P1[0.00,0.00,0.00]=2.45;P2[8.00,2.40,0.00]=5.86;P3[13.00,0.00,0.00]=10.59;P8[5.90,10.00,0.00]=9.08;[2.25,1.36,0.77]
P1[0.00,0.00,0.00]=2.39;P2[8.00,2.40,0.00]=5.87;P3[13.00,0.00,0.00]=10.60;P8[5.90,10.00,0.00]=9.00;[2.24,1.39,0.68]
P1[0.00,0.00,0.00]=2.44;P2[8.00,2.40,0.00]=5.88;P3[13.00,0.00,0.00]=10.66;P8[5.90,10.00,0.00]=9.26;[2.24,1.37,0.65]
P1[0.00,0.00,0.00]=2.44;P2[8.00,2.40,0.00]=5.95;P3[13.00,0.00,0.00]=10.51;P8[5.90,10.00,0.00]=9.25;[2.25,1.33,0.71]
P1[0.00,0.00,0.00]=2.43;P2[8.00,2.40,0.00]=5.89;P3[13.00,0.00,0.00]=10.56;P8[5.90,10.00,0.00]=9.07;[2.25,1.34,0.70]
P1[0.00,0.00,0.00]=2.43;P2[8.00,2.40,0.00]=5.89;P3[13.00,0.00,0.00]=10.60;P8[5.90,10.00,0.00]=9.08;[2.24,1.36,0.71]
P1[0.00,0.00,0.00]=2.41;P2[8.00,2.40,0.00]=5.94;P3[13.00,0.00,0.00]=10.61;P8[5.90,10.00,0.00]=9.12;[2.23,1.36,0.72]
P1[0.00,0.00,0.00]=2.41;P2[8.00,2.40,0.00]=5.90;P3[13.00,0.00,0.00]=10.66;P8[5.90,10.00,0.00]=9.19;[2.22,1.35,0.78]
P1[0.00,0.00,0.00]=2.41;P2[8.00,2.40,0.00]=5.90;P3[13.00,0.00,0.00]=10.66;P8[5.90,10.00,0.00]=9.04;[2.20,1.38,0.76]
P1[0.00,0.00,0.00]=2.42;P2[8.00,2.40,0.00]=5.91;P3[13.00,0.00,0.00]=10.57;P8[5.90,10.00,0.00]=9.07;[2.21,1.39,0.74]
P1[0.00,0.00,0.00]=2.44;P2[8.00,2.40,0.00]=5.87;P3[13.00,0.00,0.00]=10.55;P8[5.90,10.00,0.00]=9.11;[2.22,1.38,0.74]
P1[0.00,0.00,0.00]=2.42;P2[8.00,2.40,0.00]=5.85;P3[13.00,0.00,0.00]=10.59;P8[5.90,10.00,0.00]=9.28;[2.24,1.35,0.63]
P1[0.00,0.00,0.00]=2.42;P2[8.00,2.40,0.00]=5.86;P3[13.00,0.00,0.00]=10.57;P8[5.90,10.00,0.00]=9.27;[2.26,1.32,0.49]
P1[0.00,0.00,0.00]=2.38;P2[8.00,2.40,0.00]=5.83;P3[13.00,0.00,0.00]=10.62;P8[5.90,10.00,0.00]=9.23;[2.24,1.31,0.59]
P1[0.00,0.00,0.00]=2.38;P2[8.00,2.40,0.00]=5.84;P3[13.00,0.00,0.00]=10.54;P8[5.90,10.00,0.00]=9.14;[2.24,1.31,0.60]
P1[0.00,0.00,0.00]=2.37;P2[8.00,2.40,0.00]=5.86;P3[13.00,0.00,0.00]=10.64;P8[5.90,10.00,0.00]=9.14;[2.23,1.32,0.64]
P1[0.00,0.00,0.00]=2.40;P2[8.00,2.40,0.00]=5.76;P3[13.00,0.00,0.00]=10.65;P8[5.90,10.00,0.00]=9.18;[2.21,1.33,0.70]
P1[0.00,0.00,0.00]=2.41;P2[8.00,2.40,0.00]=5.80;P3[13.00,0.00,0.00]=10.62;P8[5.90,10.00,0.00]=9.30;[2.22,1.30,0.64]
P1[0.00,0.00,0.00]=2.40;P2[8.00,2.40,0.00]=5.84;P3[13.00,0.00,0.00]=10.57;P8[5.90,10.00,0.00]=9.27;[2.22,1.28,0.71]
P1[0.00,0.00,0.00]=2.40;P2[8.00,2.40,0.00]=5.90;P3[13.00,0.00,0.00]=10.61;P8[5.90,10.00,0.00]=9.07;[2.22,1.31,0.70]
P1[0.00,0.00,0.00]=2.38;P2[8.00,2.40,0.00]=5.85;P3[13.00,0.00,0.00]=10.56;P8[5.90,10.00,0.00]=9.20;[2.23,1.30,0.71]
P1[0.00,0.00,0.00]=2.41;P2[8.00,2.40,0.00]=5.94;P3[13.00,0.00,0.00]=10.58;P8[5.90,10.00,0.00]=9.25;[2.23,1.28,0.76]
P1[0.00,0.00,0.00]=2.43;P2[8.00,2.40,0.00]=5.89;P3[13.00,0.00,0.00]=10.57;P8[5.90,10.00,0.00]=9.12;[2.23,1.30,0.76]
P1[0.00,0.00,0.00]=2.42;P2[8.00,2.40,0.00]=5.94;P3[13.00,0.00,0.00]=10.61;P8[5.90,10.00,0.00]=9.17;[2.22,1.31,0.79]
P1[0.00,0.00,0.00]=2.41;P2[8.00,2.40,0.00]=5.90;P3[13.00,0.00,0.00]=10.57;P8[5.90,10.00,0.00]=9.24;[2.23,1.29,0.82]
P1[0.00,0.00,0.00]=2.40;P2[8.00,2.40,0.00]=5.85;P3[13.00,0.00,0.00]=10.58;P8[5.90,10.00,0.00]=9.16;[2.23,1.30,0.81]
P1[0.00,0.00,0.00]=2.41;P2[8.00,2.40,0.00]=5.80;P3[13.00,0.00,0.00]=10.65;P8[5.90,10.00,0.00]=9.24;[2.23,1.30,0.69]
P1[0.00,0.00,0.00]=2.43;P2[8.00,2.40,0.00]=5.80;P3[13.00,0.00,0.00]=10.66;P8[5.90,10.00,0.00]=9.10;[2.21,1.33,0.73]
P1[0.00,0.00,0.00]=2.41;P2[8.00,2.40,0.00]=5.76;P3[13.00,0.00,0.00]=10.60;P8[5.90,10.00,0.00]=9.18;[2.21,1.32,0.77]
P1[0.00,0.00,0.00]=2.42;P2[8.00,2.40,0.00]=5.83;P3[13.00,0.00,0.00]=10.63;P8[5.90,10.00,0.00]=9.11;[2.21,1.34,0.77]
P1[0.00,0.00,0.00]=2.43;P2[8.00,2.40,0.00]=5.81;P3[13.00,0.00,0.00]=10.51;P8[5.90,10.00,0.00]=9.12;[2.23,1.34,0.75]
P1[0.00,0.00,0.00]=2.44;P2[8.00,2.40,0.00]=5.80;P3[13.00,0.00,0.00]=10.57;P8[5.90,10.00,0.00]=9.20;[2.23,1.32,0.79]
P1[0.00,0.00,0.00]=2.48;P2[8.00,2.40,0.00]=5.80;P3[13.00,0.00,0.00]=10.56;P8[5.90,10.00,0.00]=9.22;[2.26,1.31,0.66]
P1[0.00,0.00,0.00]=2.46;P2[8.00,2.40,0.00]=5.87;P3[13.00,0.00,0.00]=10.58;P8[5.90,10.00,0.00]=9.18;[2.27,1.32,0.51]
P1[0.00,0.00,0.00]=2.47;P2[8.00,2.40,0.00]=5.82;P3[13.00,0.00,0.00]=10.59;P8[5.90,10.00,0.00]=9.07;[2.26,1.35,0.58]
P1[0.00,0.00,0.00]=2.41;P2[8.00,2.40,0.00]=5.90;P3[13.00,0.00,0.00]=10.56;P8[5.90,10.00,0.00]=9.11;[2.26,1.35,0.61]
P1[0.00,0.00,0.00]=2.44;P2[8.00,2.40,0.00]=5.88;P3[13.00,0.00,0.00]=10.51;P8[5.90,10.00,0.00]=9.13;[2.27,1.34,0.63]
P1[0.00,0.00,0.00]=2.44;P2[8.00,2.40,0.00]=5.96;P3[13.00,0.00,0.00]=10.50;P8[5.90,10.00,0.00]=9.18;[2.28,1.32,0.67]
P1[0.00,0.00,0.00]=2.41;P2[8.00,2.40,0.00]=5.94;P3[13.00,0.00,0.00]=10.53;P8[5.90,10.00,0.00]=9.14;[2.27,1.32,0.67]
P1[0.00,0.00,0.00]=2.44;P2[8.00,2.40,0.00]=5.87;P3[13.00,0.00,0.00]=10.52;P8[5.90,10.00,0.00]=9.06;[2.28,1.34,0.65]
P1[0.00,0.00,0.00]=2.47;P2[8.00,2.40,0.00]=5.89;P3[13.00,0.00,0.00]=10.60;P8[5.90,10.00,0.00]=9.06;[2.26,1.36,0.69]
P1[0.00,0.00,0.00]=2.45;P2[8.00,2.40,0.00]=5.88;P3[13.00,0.00,0.00]=10.66;P8[5.90,10.00,0.00]=9.22;[2.26,1.36,0.64]
