Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;LS_Estimated;DWM_Estimated;Timestamp;X_DWM;Y_DWM;X_LS;Y_LS;GROUND_X;GROUND_Y;ERRO_X_LS;ERRO_Y_LS;ERRO_X_DWM;ERRO_Y_DWM;ERRO LS;ERRO_DWM
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.31;P3[13.00,0.00,0.00]=7.07;P8[5.90,10.00,0.00]=8.70;[6.11, 1.32, 0.0];[6.19,1.24,-0.25];19:09:41.627;6.19;1.24;6.11;1.32;5.92;1.40;-0.19;0.08;-0.27;0.16;0.21;0.31
P2[8.00,2.40,0.00]=2.17;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.07;P8[5.90,10.00,0.00]=8.85;[6.1, 1.17, 0.0];[6.21,1.20,-0.35];19:09:41.728;6.21;1.20;6.1;1.17;5.92;1.40;-0.18;0.23;-0.29;0.2;0.29;0.35
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.12;P8[5.90,10.00,0.00]=8.79;[6.08, 1.24, 0.0];[6.23,1.18,-0.42];19:09:41.828;6.23;1.18;6.08;1.24;5.92;1.40;-0.16;0.16;-0.31;0.22;0.23;0.38
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.26;P3[13.00,0.00,0.00]=7.17;P8[5.90,10.00,0.00]=8.75;[6.03, 1.28, 0.0];[6.22,1.18,-0.47];19:09:41.927;6.22;1.18;6.03;1.28;5.92;1.40;-0.11;0.12;-0.3;0.22;0.16;0.37
P2[8.00,2.40,0.00]=2.18;P1[0.00,0.00,0.00]=6.26;P3[13.00,0.00,0.00]=7.14;P8[5.90,10.00,0.00]=8.69;[6.04, 1.33, 0.0];[6.20,1.22,-0.40];19:09:42.027;6.20;1.22;6.04;1.33;5.92;1.40;-0.12;0.07;-0.28;0.18;0.14;0.33
P2[8.00,2.40,0.00]=2.18;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.15;P8[5.90,10.00,0.00]=8.91;[6.05, 1.12, 0.0];[6.22,1.17,-0.44];19:09:42.128;6.22;1.17;6.05;1.12;5.92;1.40;-0.13;0.28;-0.3;0.23;0.31;0.38
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.06;P8[5.90,10.00,0.00]=8.75;[6.1, 1.27, 0.0];[6.22,1.17,-0.49];19:09:42.228;6.22;1.17;6.1;1.27;5.92;1.40;-0.18;0.13;-0.3;0.23;0.22;0.38
P2[8.00,2.40,0.00]=2.18;P1[0.00,0.00,0.00]=6.26;P3[13.00,0.00,0.00]=7.14;P8[5.90,10.00,0.00]=8.78;[6.05, 1.24, 0.0];[6.22,1.16,-0.53];19:09:42.327;6.22;1.16;6.05;1.24;5.92;1.40;-0.13;0.16;-0.3;0.24;0.21;0.38
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.14;P8[5.90,10.00,0.00]=8.70;[6.06, 1.32, 0.0];[6.22,1.18,-0.58];19:09:42.428;6.22;1.18;6.06;1.32;5.92;1.40;-0.14;0.08;-0.3;0.22;0.16;0.37
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.26;P3[13.00,0.00,0.00]=7.11;P8[5.90,10.00,0.00]=8.77;[6.06, 1.25, 0.0];[6.22,1.18,-0.57];19:09:42.528;6.22;1.18;6.06;1.25;5.92;1.40;-0.14;0.15;-0.3;0.22;0.21;0.37
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.27;P3[13.00,0.00,0.00]=7.01;P8[5.90,10.00,0.00]=8.85;[6.13, 1.16, 0.0];[6.23,1.15,-0.55];19:09:42.628;6.23;1.15;6.13;1.16;5.92;1.40;-0.21;0.24;-0.31;0.25;0.32;0.4
P2[8.00,2.40,0.00]=2.19;P1[0.00,0.00,0.00]=6.26;P3[13.00,0.00,0.00]=7.13;P8[5.90,10.00,0.00]=8.87;[6.05, 1.15, 0.0];[6.24,1.13,-0.56];19:09:42.727;6.24;1.13;6.05;1.15;5.92;1.40;-0.13;0.25;-0.32;0.27;0.28;0.42
P2[8.00,2.40,0.00]=2.16;P1[0.00,0.00,0.00]=6.26;P3[13.00,0.00,0.00]=7.10;P8[5.90,10.00,0.00]=8.70;[6.07, 1.31, 0.0];[6.23,1.15,-0.60];19:09:42.828;6.23;1.15;6.07;1.31;5.92;1.40;-0.15;0.09;-0.31;0.25;0.17;0.4
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.27;P3[13.00,0.00,0.00]=7.08;P8[5.90,10.00,0.00]=8.89;[6.09, 1.13, 0.0];[6.24,1.12,-0.53];19:09:42.928;6.24;1.12;6.09;1.13;5.92;1.40;-0.17;0.27;-0.32;0.28;0.32;0.43
P2[8.00,2.40,0.00]=2.17;P1[0.00,0.00,0.00]=6.25;P3[13.00,0.00,0.00]=7.05;P8[5.90,10.00,0.00]=8.72;[6.09, 1.29, 0.0];[6.20,1.16,-0.26];19:09:43.028;6.20;1.16;6.09;1.29;5.92;1.40;-0.17;0.11;-0.28;0.24;0.2;0.37
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.25;P3[13.00,0.00,0.00]=7.09;P8[5.90,10.00,0.00]=8.83;[6.07, 1.19, 0.0];[6.21,1.14,-0.28];19:09:43.128;6.21;1.14;6.07;1.19;5.92;1.40;-0.15;0.21;-0.29;0.26;0.26;0.39
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.27;P3[13.00,0.00,0.00]=7.09;P8[5.90,10.00,0.00]=8.93;[6.08, 1.09, 0.0];[6.23,1.10,-0.27];19:09:43.228;6.23;1.10;6.08;1.09;5.92;1.40;-0.16;0.31;-0.31;0.3;0.35;0.43
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.25;P3[13.00,0.00,0.00]=7.11;P8[5.90,10.00,0.00]=8.78;[6.06, 1.24, 0.0];[6.23,1.11,-0.31];19:09:43.329;6.23;1.11;6.06;1.24;5.92;1.40;-0.14;0.16;-0.31;0.29;0.21;0.42
P2[8.00,2.40,0.00]=2.08;P1[0.00,0.00,0.00]=6.26;P3[13.00,0.00,0.00]=7.13;P8[5.90,10.00,0.00]=8.72;[6.06, 1.3, 0.0];[6.23,1.13,-0.34];19:09:43.429;6.23;1.13;6.06;1.3;5.92;1.40;-0.14;0.1;-0.31;0.27;0.17;0.41
P2[8.00,2.40,0.00]=2.19;P1[0.00,0.00,0.00]=6.24;P3[13.00,0.00,0.00]=7.19;P8[5.90,10.00,0.00]=8.91;[6.01, 1.12, 0.0];[6.24,1.10,-0.38];19:09:43.528;6.24;1.10;6.01;1.12;5.92;1.40;-0.09;0.28;-0.32;0.3;0.29;0.44
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.24;P3[13.00,0.00,0.00]=7.17;P8[5.90,10.00,0.00]=8.85;[6.02, 1.18, 0.0];[6.24,1.09,-0.35];19:09:43.628;6.24;1.09;6.02;1.18;5.92;1.40;-0.1;0.22;-0.32;0.31;0.24;0.45
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.24;P3[13.00,0.00,0.00]=7.10;P8[5.90,10.00,0.00]=8.83;[6.06, 1.19, 0.0];[6.24,1.09,-0.37];19:09:43.728;6.24;1.09;6.06;1.19;5.92;1.40;-0.14;0.21;-0.32;0.31;0.25;0.45
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.27;P3[13.00,0.00,0.00]=7.10;P8[5.90,10.00,0.00]=8.77;[6.07, 1.25, 0.0];[6.24,1.11,-0.43];19:09:43.829;6.24;1.11;6.07;1.25;5.92;1.40;-0.15;0.15;-0.32;0.29;0.21;0.43
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.26;P3[13.00,0.00,0.00]=7.10;P8[5.90,10.00,0.00]=8.82;[6.07, 1.2, 0.0];[6.24,1.11,-0.45];19:09:43.928;6.24;1.11;6.07;1.2;5.92;1.40;-0.15;0.2;-0.32;0.29;0.25;0.43
P2[8.00,2.40,0.00]=2.17;P1[0.00,0.00,0.00]=6.23;P3[13.00,0.00,0.00]=7.10;P8[5.90,10.00,0.00]=8.87;[6.06, 1.15, 0.0];[6.24,1.09,-0.44];19:09:44.028;6.24;1.09;6.06;1.15;5.92;1.40;-0.14;0.25;-0.32;0.31;0.29;0.45
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=7.12;P8[5.90,10.00,0.00]=8.83;[6.09, 1.2, 0.0];[6.25,1.09,-0.48];19:09:44.129;6.25;1.09;6.09;1.2;5.92;1.40;-0.17;0.2;-0.33;0.31;0.26;0.45
P2[8.00,2.40,0.00]=2.16;P1[0.00,0.00,0.00]=6.26;P3[13.00,0.00,0.00]=7.12;P8[5.90,10.00,0.00]=8.69;[6.06, 1.33, 0.0];[6.23,1.13,-0.54];19:09:44.229;6.23;1.13;6.06;1.33;5.92;1.40;-0.14;0.07;-0.31;0.27;0.16;0.41
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.11;P8[5.90,10.00,0.00]=8.75;[6.07, 1.27, 0.0];[6.24,1.14,-0.57];19:09:44.328;6.24;1.14;6.07;1.27;5.92;1.40;-0.15;0.13;-0.32;0.26;0.2;0.41
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.25;P3[13.00,0.00,0.00]=7.12;P8[5.90,10.00,0.00]=8.93;[6.06, 1.1, 0.0];[6.25,1.10,-0.46];19:09:44.429;6.25;1.10;6.06;1.1;5.92;1.40;-0.14;0.3;-0.33;0.3;0.33;0.45
P2[8.00,2.40,0.00]=2.18;P1[0.00,0.00,0.00]=6.24;P3[13.00,0.00,0.00]=7.24;P8[5.90,10.00,0.00]=8.79;[5.98, 1.24, 0.0];[6.24,1.11,-0.50];19:09:44.529;6.24;1.11;5.98;1.24;5.92;1.40;-0.06;0.16;-0.32;0.29;0.17;0.43
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.25;P3[13.00,0.00,0.00]=7.13;P8[5.90,10.00,0.00]=8.75;[6.05, 1.27, 0.0];[6.23,1.13,-0.53];19:09:44.628;6.23;1.13;6.05;1.27;5.92;1.40;-0.13;0.13;-0.31;0.27;0.18;0.41
P2[8.00,2.40,0.00]=2.17;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.12;P8[5.90,10.00,0.00]=8.91;[6.07, 1.12, 0.0];[6.24,1.10,-0.52];19:09:44.728;6.24;1.10;6.07;1.12;5.92;1.40;-0.15;0.28;-0.32;0.3;0.32;0.44
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.26;P3[13.00,0.00,0.00]=7.07;P8[5.90,10.00,0.00]=8.77;[6.09, 1.25, 0.0];[6.24,1.11,-0.51];19:09:44.829;6.24;1.11;6.09;1.25;5.92;1.40;-0.17;0.15;-0.32;0.29;0.23;0.43
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.24;P3[13.00,0.00,0.00]=7.16;P8[5.90,10.00,0.00]=8.82;[6.03, 1.2, 0.0];[6.24,1.11,-0.51];19:09:44.929;6.24;1.11;6.03;1.2;5.92;1.40;-0.11;0.2;-0.32;0.29;0.23;0.43
P2[8.00,2.40,0.00]=2.17;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.12;P8[5.90,10.00,0.00]=8.88;[6.07, 1.15, 0.0];[6.24,1.09,-0.53];19:09:45.028;6.24;1.09;6.07;1.15;5.92;1.40;-0.15;0.25;-0.32;0.31;0.29;0.45
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.16;P8[5.90,10.00,0.00]=8.85;[6.05, 1.18, 0.0];[6.25,1.09,-0.54];19:09:45.129;6.25;1.09;6.05;1.18;5.92;1.40;-0.13;0.22;-0.33;0.31;0.26;0.45
P2[8.00,2.40,0.00]=2.17;P1[0.00,0.00,0.00]=6.26;P3[13.00,0.00,0.00]=7.08;P8[5.90,10.00,0.00]=8.81;[6.08, 1.21, 0.0];[6.25,1.10,-0.56];19:09:45.229;6.25;1.10;6.08;1.21;5.92;1.40;-0.16;0.19;-0.33;0.3;0.25;0.45
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.16;P8[5.90,10.00,0.00]=8.81;[6.05, 1.22, 0.0];[6.26,1.10,-0.56];19:09:45.329;6.26;1.10;6.05;1.22;5.92;1.40;-0.13;0.18;-0.34;0.3;0.22;0.45
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.25;P3[13.00,0.00,0.00]=7.17;P8[5.90,10.00,0.00]=8.81;[6.03, 1.22, 0.0];[6.25,1.10,-0.56];19:09:45.428;6.25;1.10;6.03;1.22;5.92;1.40;-0.11;0.18;-0.33;0.3;0.21;0.45
P2[8.00,2.40,0.00]=2.10;P1[0.00,0.00,0.00]=6.26;P3[13.00,0.00,0.00]=7.16;P8[5.90,10.00,0.00]=8.90;[6.04, 1.13, 0.0];[6.28,1.06,-0.59];19:09:45.529;6.28;1.06;6.04;1.13;5.92;1.40;-0.12;0.27;-0.36;0.34;0.3;0.5
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.14;P8[5.90,10.00,0.00]=8.82;[6.07, 1.21, 0.0];[6.28,1.07,-0.58];19:09:45.629;6.28;1.07;6.07;1.21;5.92;1.40;-0.15;0.19;-0.36;0.33;0.24;0.49
P2[8.00,2.40,0.00]=2.18;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.16;P8[5.90,10.00,0.00]=8.74;[6.04, 1.28, 0.0];[6.24,1.12,-0.47];19:09:45.729;6.24;1.12;6.04;1.28;5.92;1.40;-0.12;0.12;-0.32;0.28;0.17;0.43
P2[8.00,2.40,0.00]=2.18;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.09;P8[5.90,10.00,0.00]=8.79;[6.09, 1.23, 0.0];[6.23,1.14,-0.38];19:09:45.828;6.23;1.14;6.09;1.23;5.92;1.40;-0.17;0.17;-0.31;0.26;0.24;0.4
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.26;P3[13.00,0.00,0.00]=7.18;P8[5.90,10.00,0.00]=8.83;[6.03, 1.2, 0.0];[6.23,1.13,-0.40];19:09:45.929;6.23;1.13;6.03;1.2;5.92;1.40;-0.11;0.2;-0.31;0.27;0.23;0.41
P2[8.00,2.40,0.00]=2.15;P1[0.00,0.00,0.00]=6.26;P3[13.00,0.00,0.00]=7.12;P8[5.90,10.00,0.00]=8.74;[6.06, 1.28, 0.0];[6.23,1.15,-0.47];19:09:46.029;6.23;1.15;6.06;1.28;5.92;1.40;-0.14;0.12;-0.31;0.25;0.18;0.4
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.02;P3[13.00,0.00,0.00]=7.11;P8[5.90,10.00,0.00]=8.72;[5.96, 1.27, 0.0];[6.20,1.13,-0.44];19:09:46.130;6.20;1.13;5.96;1.27;5.92;1.40;-0.04;0.13;-0.28;0.27;0.14;0.39
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.07;P3[13.00,0.00,0.00]=7.12;P8[5.90,10.00,0.00]=8.73;[5.98, 1.27, 0.0];[6.19,1.12,-0.45];19:09:46.230;6.19;1.12;5.98;1.27;5.92;1.40;-0.06;0.13;-0.27;0.28;0.14;0.39
P2[8.00,2.40,0.00]=2.10;P1[0.00,0.00,0.00]=6.40;P3[13.00,0.00,0.00]=7.11;P8[5.90,10.00,0.00]=8.72;[6.13, 1.31, 0.0];[6.21,1.16,-0.44];19:09:46.329;6.21;1.16;6.13;1.31;5.92;1.40;-0.21;0.09;-0.29;0.24;0.23;0.38
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.34;P3[13.00,0.00,0.00]=7.17;P8[5.90,10.00,0.00]=8.47;[6.06, 1.55, 0.0];[6.18,1.26,-0.47];19:09:46.429;6.18;1.26;6.06;1.55;5.92;1.40;-0.14;-0.15;-0.26;0.14;0.21;0.3
P2[8.00,2.40,0.00]=2.10;P1[0.00,0.00,0.00]=6.07;P3[13.00,0.00,0.00]=7.15;P8[5.90,10.00,0.00]=8.71;[5.96, 1.29, 0.0];[6.18,1.22,-0.47];19:09:46.530;6.18;1.22;5.96;1.29;5.92;1.40;-0.04;0.11;-0.26;0.18;0.12;0.32
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.36;P3[13.00,0.00,0.00]=7.06;P8[5.90,10.00,0.00]=8.77;[6.14, 1.26, 0.0];[6.19,1.23,-0.38];19:09:46.629;6.19;1.23;6.14;1.26;5.92;1.40;-0.22;0.14;-0.27;0.17;0.26;0.32
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.31;P3[13.00,0.00,0.00]=7.02;P8[5.90,10.00,0.00]=8.67;[6.14, 1.34, 0.0];[6.18,1.26,-0.15];19:09:46.729;6.18;1.26;6.14;1.34;5.92;1.40;-0.22;0.06;-0.26;0.14;0.23;0.3
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=7.18;P8[5.90,10.00,0.00]=8.75;[6.05, 1.28, 0.0];[6.20,1.24,-0.28];19:09:46.830;6.20;1.24;6.05;1.28;5.92;1.40;-0.13;0.12;-0.28;0.16;0.18;0.32
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.31;P3[13.00,0.00,0.00]=7.10;P8[5.90,10.00,0.00]=8.80;[6.09, 1.23, 0.0];[6.22,1.21,-0.35];19:09:46.930;6.22;1.21;6.09;1.23;5.92;1.40;-0.17;0.17;-0.3;0.19;0.24;0.36
P2[8.00,2.40,0.00]=2.10;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.11;P8[5.90,10.00,0.00]=8.71;[6.07, 1.31, 0.0];[6.23,1.21,-0.40];19:09:47.029;6.23;1.21;6.07;1.31;5.92;1.40;-0.15;0.09;-0.31;0.19;0.17;0.36
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=7.16;P8[5.90,10.00,0.00]=8.71;[6.06, 1.32, 0.0];[6.23,1.21,-0.48];19:09:47.130;6.23;1.21;6.06;1.32;5.92;1.40;-0.14;0.08;-0.31;0.19;0.16;0.36
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.29;P3[13.00,0.00,0.00]=7.21;P8[5.90,10.00,0.00]=8.70;[6.02, 1.33, 0.0];[6.23,1.22,-0.54];19:09:47.230;6.23;1.22;6.02;1.33;5.92;1.40;-0.1;0.07;-0.31;0.18;0.12;0.36
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.05;P3[13.00,0.00,0.00]=7.22;P8[5.90,10.00,0.00]=8.68;[5.91, 1.33, 0.0];[6.20,1.20,-0.56];19:09:47.330;6.20;1.20;5.91;1.33;5.92;1.40;0.01;0.07;-0.28;0.2;0.07;0.34
P2[8.00,2.40,0.00]=2.17;P1[0.00,0.00,0.00]=6.29;P3[13.00,0.00,0.00]=7.17;P8[5.90,10.00,0.00]=8.78;[6.04, 1.25, 0.0];[6.21,1.19,-0.59];19:09:47.429;6.21;1.19;6.04;1.25;5.92;1.40;-0.12;0.15;-0.29;0.21;0.19;0.36
P2[8.00,2.40,0.00]=2.08;P1[0.00,0.00,0.00]=6.29;P3[13.00,0.00,0.00]=7.16;P8[5.90,10.00,0.00]=8.76;[6.05, 1.27, 0.0];[6.23,1.18,-0.57];19:09:47.530;6.23;1.18;6.05;1.27;5.92;1.40;-0.13;0.13;-0.31;0.22;0.18;0.38
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.10;P8[5.90,10.00,0.00]=8.76;[6.09, 1.26, 0.0];[6.24,1.18,-0.58];19:09:47.629;6.24;1.18;6.09;1.26;5.92;1.40;-0.17;0.14;-0.32;0.22;0.22;0.39
P2[8.00,2.40,0.00]=2.09;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=7.19;P8[5.90,10.00,0.00]=8.70;[6.05, 1.33, 0.0];[6.24,1.19,-0.60];19:09:47.729;6.24;1.19;6.05;1.33;5.92;1.40;-0.13;0.07;-0.32;0.21;0.15;0.38
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.21;P3[13.00,0.00,0.00]=7.17;P8[5.90,10.00,0.00]=8.69;[6.01, 1.33, 0.0];[6.23,1.20,-0.57];19:09:47.830;6.23;1.20;6.01;1.33;5.92;1.40;-0.09;0.07;-0.31;0.2;0.11;0.37
P2[8.00,2.40,0.00]=2.14;P3[13.00,0.00,0.00]=7.12;P8[5.90,10.00,0.00]=8.82;P1[0.00,0.00,0.00]=6.21;[6.04, 1.2, 0.0];[6.22,1.17,-0.36];19:09:48.030;6.22;1.17;6.04;1.2;5.92;1.40;-0.12;0.2;-0.3;0.23;0.23;0.38
P2[8.00,2.40,0.00]=2.10;P1[0.00,0.00,0.00]=6.27;P3[13.00,0.00,0.00]=7.17;P8[5.90,10.00,0.00]=8.72;[6.04, 1.31, 0.0];[6.22,1.18,-0.40];19:09:48.130;6.22;1.18;6.04;1.31;5.92;1.40;-0.12;0.09;-0.3;0.22;0.15;0.37
P2[8.00,2.40,0.00]=2.14;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.08;P8[5.90,10.00,0.00]=8.78;[6.1, 1.24, 0.0];[6.23,1.17,-0.47];19:09:48.230;6.23;1.17;6.1;1.24;5.92;1.40;-0.18;0.16;-0.31;0.23;0.24;0.39
P2[8.00,2.40,0.00]=2.18;P1[0.00,0.00,0.00]=6.27;P3[13.00,0.00,0.00]=7.02;P8[5.90,10.00,0.00]=8.72;[6.12, 1.29, 0.0];[6.21,1.20,-0.39];19:09:48.330;6.21;1.20;6.12;1.29;5.92;1.40;-0.2;0.11;-0.29;0.2;0.23;0.35
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.31;P3[13.00,0.00,0.00]=7.01;P8[5.90,10.00,0.00]=8.68;[6.14, 1.33, 0.0];[6.19,1.24,-0.16];19:09:48.429;6.19;1.24;6.14;1.33;5.92;1.40;-0.22;0.07;-0.27;0.16;0.23;0.31
P2[8.00,2.40,0.00]=2.11;P1[0.00,0.00,0.00]=6.26;P3[13.00,0.00,0.00]=7.02;P8[5.90,10.00,0.00]=8.89;[6.12, 1.13, 0.0];[6.21,1.18,-0.16];19:09:48.530;6.21;1.18;6.12;1.13;5.92;1.40;-0.2;0.27;-0.29;0.22;0.34;0.36
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.01;P3[13.00,0.00,0.00]=7.06;P8[5.90,10.00,0.00]=8.79;[5.99, 1.2, 0.0];[6.21,1.12,-0.30];19:09:48.631;6.21;1.12;5.99;1.2;5.92;1.40;-0.07;0.2;-0.29;0.28;0.21;0.4
P2[8.00,2.40,0.00]=2.07;P1[0.00,0.00,0.00]=6.34;P3[13.00,0.00,0.00]=7.03;P8[5.90,10.00,0.00]=8.79;[6.15, 1.23, 0.0];[6.24,1.13,-0.36];19:09:48.730;6.24;1.13;6.15;1.23;5.92;1.40;-0.23;0.17;-0.32;0.27;0.29;0.42
P2[8.00,2.40,0.00]=2.06;P1[0.00,0.00,0.00]=5.97;P3[13.00,0.00,0.00]=7.08;P8[5.90,10.00,0.00]=8.69;[5.96, 1.3, 0.0];[6.22,1.10,-0.40];19:09:48.831;6.22;1.10;5.96;1.3;5.92;1.40;-0.04;0.1;-0.3;0.3;0.11;0.42
P2[8.00,2.40,0.00]=2.08;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.06;P8[5.90,10.00,0.00]=8.79;[6.1, 1.23, 0.0];[6.23,1.11,-0.40];19:09:48.930;6.23;1.11;6.1;1.23;5.92;1.40;-0.18;0.17;-0.31;0.29;0.25;0.42
P2[8.00,2.40,0.00]=2.17;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.12;P8[5.90,10.00,0.00]=8.71;[6.07, 1.31, 0.0];[6.21,1.16,-0.34];19:09:49.030;6.21;1.16;6.07;1.31;5.92;1.40;-0.15;0.09;-0.29;0.24;0.17;0.38
P2[8.00,2.40,0.00]=2.17;P1[0.00,0.00,0.00]=6.24;P3[13.00,0.00,0.00]=7.04;P8[5.90,10.00,0.00]=8.81;[6.09, 1.2, 0.0];[6.21,1.15,-0.40];19:09:49.130;6.21;1.15;6.09;1.2;5.92;1.40;-0.17;0.2;-0.29;0.25;0.26;0.38
P2[8.00,2.40,0.00]=2.17;P1[0.00,0.00,0.00]=6.30;P3[13.00,0.00,0.00]=7.08;P8[5.90,10.00,0.00]=8.78;[6.1, 1.24, 0.0];[6.20,1.17,-0.33];19:09:49.230;6.20;1.17;6.1;1.24;5.92;1.40;-0.18;0.16;-0.28;0.23;0.24;0.36
P2[8.00,2.40,0.00]=2.12;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=7.15;P8[5.90,10.00,0.00]=8.72;[6.07, 1.31, 0.0];[6.22,1.18,-0.42];19:09:49.330;6.22;1.18;6.07;1.31;5.92;1.40;-0.15;0.09;-0.3;0.22;0.17;0.37
P2[8.00,2.40,0.00]=2.18;P1[0.00,0.00,0.00]=6.35;P3[13.00,0.00,0.00]=7.18;P8[5.90,10.00,0.00]=8.85;[6.06, 1.19, 0.0];[6.22,1.17,-0.40];19:09:49.430;6.22;1.17;6.06;1.19;5.92;1.40;-0.14;0.21;-0.3;0.23;0.25;0.38
P2[8.00,2.40,0.00]=2.10;P1[0.00,0.00,0.00]=6.28;P3[13.00,0.00,0.00]=7.06;P8[5.90,10.00,0.00]=8.87;[6.1, 1.15, 0.0];[6.24,1.14,-0.35];19:09:49.530;6.24;1.14;6.1;1.15;5.92;1.40;-0.18;0.25;-0.32;0.26;0.31;0.41
P2[8.00,2.40,0.00]=2.05;P1[0.00,0.00,0.00]=6.29;P3[13.00,0.00,0.00]=7.04;P8[5.90,10.00,0.00]=8.83;[6.12, 1.19, 0.0];[6.27,1.11,-0.43];19:09:49.631;6.27;1.11;6.12;1.19;5.92;1.40;-0.2;0.21;-0.35;0.29;0.29;0.45
P2[8.00,2.40,0.00]=2.19;P1[0.00,0.00,0.00]=6.32;P3[13.00,0.00,0.00]=6.97;P8[5.90,10.00,0.00]=8.69;[6.16, 1.32, 0.0];[6.25,1.16,-0.25];19:09:49.728;6.25;1.16;6.16;1.32;5.92;1.40;-0.24;0.08;-0.33;0.24;0.25;0.41
P2[8.00,2.40,0.00]=2.13;P1[0.00,0.00,0.00]=6.34;P3[13.00,0.00,0.00]=7.07;P8[5.90,10.00,0.00]=8.79;[6.12, 1.23, 0.0];[6.26,1.16,-0.37];19:09:49.831;6.26;1.16;6.12;1.23;5.92;1.40;-0.2;0.17;-0.34;0.24;0.26;0.42
