Anchor/Range	Anchor/Range	Anchor/Range	Anchor/Range	LS_Estimated		Estimated	GTX	GTY	ERRO
P3[13.00,0.00,0.00]=1.67	P2[8.00,2.40,0.00]=3.86	P1[0.00,0.00,0.00]=11.88	null	11,80	1,37	[12,00,1,54,0,32]			
P3[13.00,0.00,0.00]=1.63	P2[8.00,2.40,0.00]=3.88	P1[0.00,0.00,0.00]=11.82	null	11,75	1,24	[11,98,1,51,0,36]			
P3[13.00,0.00,0.00]=1.61	P2[8.00,2.40,0.00]=3.90	P1[0.00,0.00,0.00]=11.76	null	11,71	1,10	[11,93,1,42,0,35]			
P3[13.00,0.00,0.00]=1.59	P2[8.00,2.40,0.00]=3.91	P1[0.00,0.00,0.00]=11.78	null	11,73	1,11	[11,90,1,36,0,31]			
P3[13.00,0.00,0.00]=1.63	P2[8.00,2.40,0.00]=3.90	P1[0.00,0.00,0.00]=11.71	null	11,66	1,02	[11,87,1,30,0,35]			
P3[13.00,0.00,0.00]=1.61	P2[8.00,2.40,0.00]=3.86	P1[0.00,0.00,0.00]=11.78	null	11,72	1,19	[11,87,1,31,0,39]			
P3[13.00,0.00,0.00]=1.62	P2[8.00,2.40,0.00]=3.87	P1[0.00,0.00,0.00]=11.80	null	11,73	1,21	[11,88,1,33,0,41]			
P3[13.00,0.00,0.00]=1.65	P2[8.00,2.40,0.00]=3.88	P1[0.00,0.00,0.00]=11.74	P4[11.00,11.00,0.00]=9.44	11,66	1,56	[11,87,1,35,0,22]			
P3[13.00,0.00,0.00]=1.59	P2[8.00,2.40,0.00]=3.88	P1[0.00,0.00,0.00]=11.77	null	11,71	1,14	[11,88,1,33,0,30]			
P2[8.00,2.40,0.00]=3.90	P3[13.00,0.00,0.00]=1.57	P1[0.00,0.00,0.00]=11.78	null	11,72	1,12	[11,88,1,31,0,08]			
P3[13.00,0.00,0.00]=1.66	P2[8.00,2.40,0.00]=3.89	P1[0.00,0.00,0.00]=11.80	null	11,74	1,21	[11,87,1,31,0,11]			
P3[13.00,0.00,0.00]=1.62	P2[8.00,2.40,0.00]=3.88	P1[0.00,0.00,0.00]=11.76	null	11,70	1,13	[11,85,1,29,0,12]			
P3[13.00,0.00,0.00]=1.61	P2[8.00,2.40,0.00]=3.91	P1[0.00,0.00,0.00]=11.78	null	11,72	1,12	[11,84,1,27,0,16]			
P3[13.00,0.00,0.00]=1.62	P2[8.00,2.40,0.00]=3.88	P1[0.00,0.00,0.00]=11.77	null	11,71	1,15	[11,83,1,26,0,15]			
P3[13.00,0.00,0.00]=1.61	P2[8.00,2.40,0.00]=3.87	P1[0.00,0.00,0.00]=11.88	null	11,80	1,33	[11,89,1,34,0,24]			
P3[13.00,0.00,0.00]=1.62	P2[8.00,2.40,0.00]=3.92	P1[0.00,0.00,0.00]=11.78	null	11,73	1,11	[11,87,1,31,0,27]			
P3[13.00,0.00,0.00]=1.62	P2[8.00,2.40,0.00]=3.91	P1[0.00,0.00,0.00]=11.80	P4[11.00,11.00,0.00]=8.63	11,62	2,30	[11,94,1,47,0,18]			
P3[13.00,0.00,0.00]=1.58	P2[8.00,2.40,0.00]=3.88	P1[0.00,0.00,0.00]=11.75	null	11,70	1,10	[11,92,1,41,0,28]			
P3[13.00,0.00,0.00]=1.58	P2[8.00,2.40,0.00]=3.90	P1[0.00,0.00,0.00]=11.85	P4[11.00,11.00,0.00]=9.24	11,74	1,76	[11,96,1,44,0,07]			
P3[13.00,0.00,0.00]=1.63	P2[8.00,2.40,0.00]=3.90	P1[0.00,0.00,0.00]=11.86	null	11,79	1,28	[11,96,1,44,0,16]			
P2[8.00,2.40,0.00]=3.89	P3[13.00,0.00,0.00]=1.63	P4[11.00,11.00,0.00]=8.62	P1[0.00,0.00,0.00]=11.84	11,65	2,32	[12,01,1,57,0,16]			
P2[8.00,2.40,0.00]=3.93	P3[13.00,0.00,0.00]=1.60	P1[0.00,0.00,0.00]=11.78	null	11,73	1,09	[11,96,1,47,0,03]			
P2[8.00,2.40,0.00]=3.87	P3[13.00,0.00,0.00]=1.68	P4[11.00,11.00,0.00]=8.66	P1[0.00,0.00,0.00]=11.82	11,64	2,28	[12,01,1,59,0,16]			
P2[8.00,2.40,0.00]=3.92	P3[13.00,0.00,0.00]=1.66	P4[11.00,11.00,0.00]=8.60	P1[0.00,0.00,0.00]=11.91	11,71	2,35	[12,07,1,69,0,20]			
P3[13.00,0.00,0.00]=1.61	P2[8.00,2.40,0.00]=3.85	P1[0.00,0.00,0.00]=11.84	null	11,76	1,29	[12,06,1,66,0,27]			
P3[13.00,0.00,0.00]=1.61	P2[8.00,2.40,0.00]=3.86	P1[0.00,0.00,0.00]=11.83	null	11,76	1,27	[12,03,1,60,0,27]			
P2[8.00,2.40,0.00]=3.86	P3[13.00,0.00,0.00]=1.59	P1[0.00,0.00,0.00]=11.73	null	11,68	1,10	[11,98,1,51,0,06]			
P3[13.00,0.00,0.00]=1.67	P2[8.00,2.40,0.00]=3.84	P1[0.00,0.00,0.00]=11.83	null	11,75	1,32	[11,97,1,51,0,12]			
P3[13.00,0.00,0.00]=1.62	P2[8.00,2.40,0.00]=3.84	P1[0.00,0.00,0.00]=11.78	null	11,71	1,22	[11,95,1,49,0,18]			
P2[8.00,2.40,0.00]=3.82	P1[0.00,0.00,0.00]=11.75	P4[11.00,11.00,0.00]=8.58	null	11,53	2,43	[11,78,1,78,-0,35]			
P2[8.00,2.40,0.00]=3.93	P3[13.00,0.00,0.00]=1.56	P4[11.00,11.00,0.00]=8.82	P1[0.00,0.00,0.00]=11.73	11,59	2,12	[11,86,1,77,-0,12]			
P3[13.00,0.00,0.00]=1.55	P2[8.00,2.40,0.00]=3.95	P1[0.00,0.00,0.00]=11.75	P5[13.00,24.00,0.00]=22.62	11,69	1,41	[11,87,1,63,-0,23]			
P3[13.00,0.00,0.00]=1.54	P2[8.00,2.40,0.00]=3.93	P1[0.00,0.00,0.00]=11.73	P5[13.00,24.00,0.00]=22.70	11,67	1,34	[11,87,1,51,-0,33]			
P3[13.00,0.00,0.00]=1.55	P2[8.00,2.40,0.00]=3.94	P1[0.00,0.00,0.00]=11.66	P5[13.00,24.00,0.00]=22.50	11,59	1,54	[11,87,1,44,-0,44]			
P3[13.00,0.00,0.00]=1.51	P2[8.00,2.40,0.00]=3.95	P1[0.00,0.00,0.00]=11.67	P5[13.00,24.00,0.00]=22.74	11,62	1,30	[11,85,1,36,-0,47]			
P3[13.00,0.00,0.00]=1.53	P2[8.00,2.40,0.00]=3.91	P1[0.00,0.00,0.00]=11.63	P5[13.00,24.00,0.00]=22.70	11,58	1,34	[11,83,1,30,-0,46]			
P3[13.00,0.00,0.00]=1.55	P2[8.00,2.40,0.00]=3.93	P1[0.00,0.00,0.00]=11.72	P5[13.00,24.00,0.00]=22.87	11,67	1,17	[11,82,1,24,-0,41]			
P3[13.00,0.00,0.00]=1.56	P2[8.00,2.40,0.00]=3.91	P1[0.00,0.00,0.00]=11.70	P5[13.00,24.00,0.00]=22.74	11,64	1,30	[11,82,1,21,-0,49]			
P3[13.00,0.00,0.00]=1.49	P2[8.00,2.40,0.00]=3.93	P1[0.00,0.00,0.00]=11.72	P5[13.00,24.00,0.00]=22.75	11,67	1,29	[11,83,1,18,-0,52]			
P3[13.00,0.00,0.00]=1.52	P2[8.00,2.40,0.00]=3.93	P1[0.00,0.00,0.00]=11.75	P5[13.00,24.00,0.00]=22.76	11,69	1,28	[11,84,1,15,-0,56]			
P3[13.00,0.00,0.00]=1.51	P2[8.00,2.40,0.00]=3.96	P1[0.00,0.00,0.00]=11.74	P5[13.00,24.00,0.00]=22.74	11,69	1,30	[11,85,1,14,-0,59]			
P3[13.00,0.00,0.00]=1.48	P2[8.00,2.40,0.00]=3.98	P1[0.00,0.00,0.00]=11.70	P5[13.00,24.00,0.00]=22.65	11,65	1,39	[11,85,1,15,-0,51]			
P3[13.00,0.00,0.00]=1.58	P2[8.00,2.40,0.00]=3.98	P1[0.00,0.00,0.00]=11.74	P5[13.00,24.00,0.00]=22.52	11,67	1,51	[11,85,1,19,-0,48]			
P3[13.00,0.00,0.00]=1.64	P2[8.00,2.40,0.00]=3.91	P1[0.00,0.00,0.00]=11.89	null	11,81	1,31	[11,89,1,27,-0,27]			
P3[13.00,0.00,0.00]=1.66	P2[8.00,2.40,0.00]=3.96	P1[0.00,0.00,0.00]=11.88	null	11,81	1,25	[11,89,1,28,-0,12]			
P2[8.00,2.40,0.00]=3.90	P3[13.00,0.00,0.00]=1.95	P4[11.00,11.00,0.00]=8.77	P1[0.00,0.00,0.00]=11.86	11,69	2,20	[11,92,1,46,-0,02]			
P3[13.00,0.00,0.00]=1.91	P2[8.00,2.40,0.00]=3.88	P1[0.00,0.00,0.00]=11.88	P4[11.00,11.00,0.00]=8.62	11,68	2,34	[11,96,1,61,-0,15]			
P3[13.00,0.00,0.00]=1.97	P2[8.00,2.40,0.00]=3.83	P1[0.00,0.00,0.00]=11.75	P5[13.00,24.00,0.00]=22.45	11,65	1,59	[11,91,1,58,-0,28]			
P3[13.00,0.00,0.00]=2.16	P2[8.00,2.40,0.00]=3.74	P1[0.00,0.00,0.00]=11.81	null	11,68	1,72	[11,87,1,64,-0,07]			
P3[13.00,0.00,0.00]=2.22	P2[8.00,2.40,0.00]=3.74	P1[0.00,0.00,0.00]=11.59	null	11,51	1,43	[11,77,1,57,0,17]			
P3[13.00,0.00,0.00]=2.29	P2[8.00,2.40,0.00]=3.61	P1[0.00,0.00,0.00]=11.58	P4[11.00,11.00,0.00]=8.64	11,38	2,31	[11,75,1,70,-0,05]			
P3[13.00,0.00,0.00]=2.32	P2[8.00,2.40,0.00]=3.50	P1[0.00,0.00,0.00]=11.60	P5[13.00,24.00,0.00]=22.10	11,44	1,95	[11,69,1,74,-0,16]			
P3[13.00,0.00,0.00]=2.36	P2[8.00,2.40,0.00]=3.36	P1[0.00,0.00,0.00]=11.52	P5[13.00,24.00,0.00]=21.88	11,33	2,18	[11,65,1,80,-0,27]			
P3[13.00,0.00,0.00]=2.48	P2[8.00,2.40,0.00]=3.37	P1[0.00,0.00,0.00]=11.46	null	11,31	1,81	[11,56,1,81,-0,17]			
P3[13.00,0.00,0.00]=2.53	P2[8.00,2.40,0.00]=3.31	P1[0.00,0.00,0.00]=11.28	P5[13.00,24.00,0.00]=21.79	11,09	2,29	[11,49,1,87,-0,23]			
P3[13.00,0.00,0.00]=2.52	P2[8.00,2.40,0.00]=3.25	P1[0.00,0.00,0.00]=11.34	P5[13.00,24.00,0.00]=21.74	11,13	2,33	[11,45,1,94,-0,26]			
P3[13.00,0.00,0.00]=2.89	P2[8.00,2.40,0.00]=3.13	P1[0.00,0.00,0.00]=11.15	null	10,98	1,99	[11,33,1,92,0,02]			
P3[13.00,0.00,0.00]=2.97	P2[8.00,2.40,0.00]=3.13	P1[0.00,0.00,0.00]=11.25	null	11,04	2,19	[11,25,1,96,0,21]			
P3[13.00,0.00,0.00]=3.09	P2[8.00,2.40,0.00]=3.08	P1[0.00,0.00,0.00]=11.21	P5[13.00,24.00,0.00]=21.46	10,92	2,63	[11,21,2,08,-0,12]			
P3[13.00,0.00,0.00]=3.30	P2[8.00,2.40,0.00]=2.94	P1[0.00,0.00,0.00]=11.25	null	10,95	2,59	[11,16,2,25,-0,02]			
P3[13.00,0.00,0.00]=3.37	P2[8.00,2.40,0.00]=2.95	P1[0.00,0.00,0.00]=11.14	null	10,85	2,57	[11,08,2,30,0,18]			
P3[13.00,0.00,0.00]=3.54	P2[8.00,2.40,0.00]=2.90	P1[0.00,0.00,0.00]=11.03	P4[11.00,11.00,0.00]=8.19	10,69	2,80	[11,00,2,41,-0,06]			
P2[8.00,2.40,0.00]=2.86	P3[13.00,0.00,0.00]=3.63	P4[11.00,11.00,0.00]=7.88	P1[0.00,0.00,0.00]=11.02	10,62	3,07	[10,94,2,55,0,18]			
P4[11.00,11.00,0.00]=0.91	P3[13.00,0.00,0.00]=9.85	P5[13.00,24.00,0.00]=13.91	null	12,45	10,01	[10,96,4,40,0,28]			
P4[11.00,11.00,0.00]=0.88	P3[13.00,0.00,0.00]=9.84	P5[13.00,24.00,0.00]=14.02	null	12,32	9,94	[10,89,5,77,0,25]			
P4[11.00,11.00,0.00]=0.88	P3[13.00,0.00,0.00]=9.87	P5[13.00,24.00,0.00]=13.98	null	12,34	9,98	[10,85,6,80,0,27]			
P4[11.00,11.00,0.00]=0.87	P3[13.00,0.00,0.00]=9.88	P5[13.00,24.00,0.00]=13.98	null	12,33	9,98	[10,80,7,58,0,28]			
P4[11.00,11.00,0.00]=0.84	P3[13.00,0.00,0.00]=9.93	P5[13.00,24.00,0.00]=13.86	null	12,42	10,07	[10,84,8,18,0,35]			
P4[11.00,11.00,0.00]=0.81	P3[13.00,0.00,0.00]=9.81	P5[13.00,24.00,0.00]=13.95	null	12,43	9,98	[10,87,8,61,0,29]			
P4[11.00,11.00,0.00]=0.84	P3[13.00,0.00,0.00]=9.85	P5[13.00,24.00,0.00]=13.96	null	12,38	9,98	[10,85,8,94,0,29]			
P4[11.00,11.00,0.00]=0.89	P3[13.00,0.00,0.00]=9.84	P5[13.00,24.00,0.00]=14.02	null	12,32	9,94	[10,81,9,17,0,26]			
P4[11.00,11.00,0.00]=0.92	P3[13.00,0.00,0.00]=9.89	P5[13.00,24.00,0.00]=14.03	null	12,24	9,95	[10,88,9,35,0,24]			
P4[11.00,11.00,0.00]=0.91	P3[13.00,0.00,0.00]=9.91	P5[13.00,24.00,0.00]=14.06	null	12,14	9,94	[10,89,9,49,0,20]			
P4[11.00,11.00,0.00]=0.88	P3[13.00,0.00,0.00]=9.84	P5[13.00,24.00,0.00]=14.01	null	12,33	9,95	[10,84,9,59,0,20]			
P4[11.00,11.00,0.00]=0.89	P3[13.00,0.00,0.00]=9.90	P5[13.00,24.00,0.00]=13.99	null	12,29	9,98	[10,92,9,67,0,19]			
P4[11.00,11.00,0.00]=0.89	P3[13.00,0.00,0.00]=9.97	P5[13.00,24.00,0.00]=14.02	null	12,10	9,98	[10,91,9,74,0,20]			
P4[11.00,11.00,0.00]=0.90	P3[13.00,0.00,0.00]=9.93	P5[13.00,24.00,0.00]=13.99	null	12,24	9,99	[10,95,9,79,0,23]			
P4[11.00,11.00,0.00]=0.90	P3[13.00,0.00,0.00]=9.97	P5[13.00,24.00,0.00]=13.96	P8[5.90,10.00,0.00]=6.26	12,17	10,02	[10,99,9,84,0,27]			
P4[11.00,11.00,0.00]=0.86	P3[13.00,0.00,0.00]=9.95	P5[13.00,24.00,0.00]=13.88	null	12,38	10,07	[11,08,9,88,0,25]			
P4[11.00,11.00,0.00]=0.83	P3[13.00,0.00,0.00]=9.96	P5[13.00,24.00,0.00]=13.84	null	12,42	10,10	[11,03,9,92,0,33]			
P4[11.00,11.00,0.00]=0.83	P3[13.00,0.00,0.00]=9.95	P5[13.00,24.00,0.00]=13.81	null	12,46	10,11	[11,04,9,95,0,40]			
P4[11.00,11.00,0.00]=0.77	P3[13.00,0.00,0.00]=9.96	P5[13.00,24.00,0.00]=13.87	null	12,37	10,08	[10,98,9,96,0,39]			
P4[11.00,11.00,0.00]=0.84	P3[13.00,0.00,0.00]=9.94	P5[13.00,24.00,0.00]=13.75	null	12,52	10,15	[11,04,9,99,0,44]			
P4[11.00,11.00,0.00]=0.85	P3[13.00,0.00,0.00]=9.89	P5[13.00,24.00,0.00]=13.83	null	12,49	10,08	[11,07,9,99,0,47]			
P4[11.00,11.00,0.00]=0.89	P3[13.00,0.00,0.00]=9.90	P5[13.00,24.00,0.00]=13.93	null	12,38	10,02	[11,14,9,99,0,38]			
P4[11.00,11.00,0.00]=0.93	P3[13.00,0.00,0.00]=9.88	P5[13.00,24.00,0.00]=14.00	null	12,31	9,97	[11,15,9,97,0,34]			
P4[11.00,11.00,0.00]=0.86	P3[13.00,0.00,0.00]=9.93	P5[13.00,24.00,0.00]=13.79	null	12,50	10,12	[11,16,9,99,0,41]			
P4[11.00,11.00,0.00]=0.92	P3[13.00,0.00,0.00]=10.00	P5[13.00,24.00,0.00]=13.86	P8[5.90,10.00,0.00]=6.33	12,25	10,10	[11,20,10,00,0,44]			
P4[11.00,11.00,0.00]=0.87	P3[13.00,0.00,0.00]=9.97	P5[13.00,24.00,0.00]=13.92	null	12,30	10,05	[11,20,10,00,0,41]			
P4[11.00,11.00,0.00]=0.90	P3[13.00,0.00,0.00]=10.01	P5[13.00,24.00,0.00]=13.94	null	12,21	10,05	[11,16,10,00,0,43]			
P4[11.00,11.00,0.00]=0.88	P8[5.90,10.00,0.00]=6.32	P3[13.00,0.00,0.00]=10.02	P5[13.00,24.00,0.00]=13.86	12,23	10,10	[11,18,10,02,0,44]			
P4[11.00,11.00,0.00]=0.84	P3[13.00,0.00,0.00]=10.08	P5[13.00,24.00,0.00]=13.81	null	12,32	10,16	[11,19,10,04,0,45]			
P4[11.00,11.00,0.00]=0.86	P8[5.90,10.00,0.00]=6.40	P3[13.00,0.00,0.00]=10.07	P5[13.00,24.00,0.00]=13.87	12,29	10,12	[11,16,10,05,0,47]			
P4[11.00,11.00,0.00]=0.84	P8[5.90,10.00,0.00]=6.35	P3[13.00,0.00,0.00]=10.04	P5[13.00,24.00,0.00]=13.86	12,25	10,11	[11,17,10,05,0,46]			
P4[11.00,11.00,0.00]=0.84	P8[5.90,10.00,0.00]=6.30	P3[13.00,0.00,0.00]=10.13	P5[13.00,24.00,0.00]=13.84	12,20	10,16	[11,12,10,07,0,48]			
P4[11.00,11.00,0.00]=0.85	P3[13.00,0.00,0.00]=10.05	P5[13.00,24.00,0.00]=13.73	null	12,46	10,20	[11,23,10,09,0,41]			
P4[11.00,11.00,0.00]=0.90	P3[13.00,0.00,0.00]=10.13	P5[13.00,24.00,0.00]=13.82	null	12,24	10,17	[11,19,10,10,0,48]			
P4[11.00,11.00,0.00]=0.87	P3[13.00,0.00,0.00]=10.14	P5[13.00,24.00,0.00]=13.80	null	12,25	10,18	[11,17,10,11,0,52]			
P4[11.00,11.00,0.00]=0.84	P8[5.90,10.00,0.00]=6.37	P3[13.00,0.00,0.00]=10.10	P5[13.00,24.00,0.00]=13.93	12,25	10,09	[11,07,10,09,0,48]			
P4[11.00,11.00,0.00]=0.91	P3[13.00,0.00,0.00]=10.09	P5[13.00,24.00,0.00]=13.87	null	12,21	10,12	[11,06,10,09,0,51]			
P4[11.00,11.00,0.00]=0.86	P3[13.00,0.00,0.00]=10.10	P5[13.00,24.00,0.00]=13.96	null	11,93	10,07	[10,98,10,08,0,47]			
P4[11.00,11.00,0.00]=0.89	P3[13.00,0.00,0.00]=10.09	P5[13.00,24.00,0.00]=13.90	null	12,13	10,10	[10,97,10,07,0,49]			
P4[11.00,11.00,0.00]=0.89	P3[13.00,0.00,0.00]=10.11	P5[13.00,24.00,0.00]=13.84	null	12,23	10,15	[11,00,10,08,0,52]			
P4[11.00,11.00,0.00]=0.89	P3[13.00,0.00,0.00]=10.07	P5[13.00,24.00,0.00]=13.82	null	12,33	10,15	[11,05,10,09,0,54]			
P4[11.00,11.00,0.00]=0.90	P3[13.00,0.00,0.00]=10.13	P5[13.00,24.00,0.00]=13.88	null	12,09	10,13	[11,14,10,09,0,43]			
P4[11.00,11.00,0.00]=0.90	P3[13.00,0.00,0.00]=10.07	P5[13.00,24.00,0.00]=13.89	null	12,20	10,10	[11,12,10,09,0,47]			
P4[11.00,11.00,0.00]=0.87	P3[13.00,0.00,0.00]=10.06	P5[13.00,24.00,0.00]=13.84	null	12,31	10,13	[11,14,10,09,0,48]			
P4[11.00,11.00,0.00]=0.86	P3[13.00,0.00,0.00]=10.05	P5[13.00,24.00,0.00]=13.93	null	12,14	10,07	[11,08,10,07,0,47]			
P4[11.00,11.00,0.00]=0.90	P3[13.00,0.00,0.00]=10.10	P5[13.00,24.00,0.00]=13.87	null	12,18	10,13	[11,06,10,08,0,51]			
P4[11.00,11.00,0.00]=0.83	P3[13.00,0.00,0.00]=10.09	P5[13.00,24.00,0.00]=13.91	null	12,09	10,10	[11,01,10,07,0,48]			
P4[11.00,11.00,0.00]=0.92	P3[13.00,0.00,0.00]=10.10	P5[13.00,24.00,0.00]=13.86	null	12,21	10,13	[11,03,10,08,0,52]			
P4[11.00,11.00,0.00]=0.86	P3[13.00,0.00,0.00]=10.11	P5[13.00,24.00,0.00]=13.84	null	12,22	10,15	[11,03,10,08,0,53]			
P4[11.00,11.00,0.00]=0.91	P3[13.00,0.00,0.00]=10.15	P5[13.00,24.00,0.00]=13.90	null	11,98	10,13	[11,10,10,09,0,49]			
P4[11.00,11.00,0.00]=0.89	P3[13.00,0.00,0.00]=10.11	P5[13.00,24.00,0.00]=13.86	null	12,18	10,14	[11,07,10,09,0,52]			
P4[11.00,11.00,0.00]=0.90	P3[13.00,0.00,0.00]=10.06	P5[13.00,24.00,0.00]=13.90	null	12,20	10,09	[11,06,10,08,0,53]			
P4[11.00,11.00,0.00]=0.86	P3[13.00,0.00,0.00]=10.14	P5[13.00,24.00,0.00]=13.95	null	11,84	10,09	[11,08,10,08,0,45]			
P4[11.00,11.00,0.00]=0.86	P3[13.00,0.00,0.00]=10.14	P5[13.00,24.00,0.00]=13.90	null	12,00	10,12	[11,14,10,08,0,37]			
P4[11.00,11.00,0.00]=0.91	P3[13.00,0.00,0.00]=10.12	P5[13.00,24.00,0.00]=13.83	null	12,24	10,16	[11,13,10,09,0,44]			
P4[11.00,11.00,0.00]=0.87	P3[13.00,0.00,0.00]=10.10	P5[13.00,24.00,0.00]=13.87	null	12,18	10,13	[11,10,10,09,0,47]			
P4[11.00,11.00,0.00]=0.86	P3[13.00,0.00,0.00]=10.12	P5[13.00,24.00,0.00]=13.83	null	12,22	10,16	[11,08,10,10,0,50]			
P4[11.00,11.00,0.00]=0.87	P3[13.00,0.00,0.00]=10.05	P5[13.00,24.00,0.00]=13.91	null	12,19	10,08	[11,06,10,08,0,50]			
P4[11.00,11.00,0.00]=0.91	P3[13.00,0.00,0.00]=10.11	P5[13.00,24.00,0.00]=13.87	null	12,17	10,13	[11,04,10,09,0,53]			
P4[11.00,11.00,0.00]=0.88	P3[13.00,0.00,0.00]=10.06	P5[13.00,24.00,0.00]=13.86	null	12,27	10,12	[11,06,10,08,0,53]			
P4[11.00,11.00,0.00]=0.90	P3[13.00,0.00,0.00]=10.06	P5[13.00,24.00,0.00]=13.90	null	12,20	10,09	[11,05,10,07,0,54]			
P4[11.00,11.00,0.00]=0.88	P3[13.00,0.00,0.00]=10.09	P5[13.00,24.00,0.00]=13.85	null	12,24	10,13	[11,06,10,08,0,55]			
P4[11.00,11.00,0.00]=0.90	P3[13.00,0.00,0.00]=10.07	P5[13.00,24.00,0.00]=13.89	null	12,20	10,10	[11,05,10,08,0,55]			
P4[11.00,11.00,0.00]=0.85	P3[13.00,0.00,0.00]=10.07	P5[13.00,24.00,0.00]=13.90	null	12,17	10,10	[11,03,10,07,0,53]			
P4[11.00,11.00,0.00]=0.92	P3[13.00,0.00,0.00]=10.08	P5[13.00,24.00,0.00]=13.90	null	12,16	10,10	[11,02,10,07,0,55]			
P4[11.00,11.00,0.00]=0.83	P3[13.00,0.00,0.00]=10.05	P5[13.00,24.00,0.00]=13.88	null	12,24	10,10	[11,03,10,07,0,51]			
P4[11.00,11.00,0.00]=0.84	P3[13.00,0.00,0.00]=10.06	P5[13.00,24.00,0.00]=13.89	null	12,20	10,10	[11,03,10,07,0,50]			
P4[11.00,11.00,0.00]=0.92	P3[13.00,0.00,0.00]=10.11	P5[13.00,24.00,0.00]=13.88	null	12,14	10,12	[11,01,10,07,0,53]			
P4[11.00,11.00,0.00]=0.82	P3[13.00,0.00,0.00]=10.06	P5[13.00,24.00,0.00]=13.90	null	12,18	10,09	[11,00,10,07,0,49]			
P4[11.00,11.00,0.00]=0.85	P3[13.00,0.00,0.00]=10.10	P5[13.00,24.00,0.00]=13.80	null	12,31	10,17	[11,05,10,08,0,51]			
P4[11.00,11.00,0.00]=0.90	P3[13.00,0.00,0.00]=10.10	P5[13.00,24.00,0.00]=13.88	null	12,16	10,12	[11,03,10,08,0,53]			
P4[11.00,11.00,0.00]=0.85	P3[13.00,0.00,0.00]=10.11	P5[13.00,24.00,0.00]=13.86	null	12,17	10,14	[11,02,10,08,0,53]			
P4[11.00,11.00,0.00]=0.85	P3[13.00,0.00,0.00]=10.07	P5[13.00,24.00,0.00]=13.86	null	12,25	10,12	[11,04,10,08,0,53]			
P4[11.00,11.00,0.00]=0.83	P3[13.00,0.00,0.00]=10.05	P5[13.00,24.00,0.00]=13.84	null	12,31	10,13	[11,08,10,08,0,50]			
P4[11.00,11.00,0.00]=0.85	P3[13.00,0.00,0.00]=10.06	P5[13.00,24.00,0.00]=13.87	null	12,25	10,11	[11,08,10,08,0,50]			
P4[11.00,11.00,0.00]=0.90	P3[13.00,0.00,0.00]=10.10	P5[13.00,24.00,0.00]=13.86	null	12,21	10,13	[11,07,10,08,0,53]			
P4[11.00,11.00,0.00]=0.85	P3[13.00,0.00,0.00]=10.11	P5[13.00,24.00,0.00]=13.87	null	12,15	10,13	[11,05,10,09,0,53]			
P4[11.00,11.00,0.00]=0.90	P3[13.00,0.00,0.00]=10.13	P5[13.00,24.00,0.00]=13.88	null	12,09	10,13	[11,14,10,09,0,44]			
P4[11.00,11.00,0.00]=0.85	P3[13.00,0.00,0.00]=10.08	P5[13.00,24.00,0.00]=13.91	null	12,12	10,09	[11,08,10,08,0,44]			
P4[11.00,11.00,0.00]=0.81	P3[13.00,0.00,0.00]=10.08	P5[13.00,24.00,0.00]=13.94	null	12,03	10,07	[11,01,10,07,0,39]			
P4[11.00,11.00,0.00]=0.84	P3[13.00,0.00,0.00]=10.08	P5[13.00,24.00,0.00]=13.85	null	12,25	10,13	[11,03,10,07,0,41]			
P4[11.00,11.00,0.00]=0.84	P3[13.00,0.00,0.00]=10.15	P5[13.00,24.00,0.00]=13.86	null	12,08	10,15	[10,98,10,08,0,44]			
P4[11.00,11.00,0.00]=0.90	P3[13.00,0.00,0.00]=10.10	P5[13.00,24.00,0.00]=13.81	null	12,30	10,16	[11,04,10,09,0,48]			
P4[11.00,11.00,0.00]=0.80	P3[13.00,0.00,0.00]=10.04	P5[13.00,24.00,0.00]=13.92	null	12,17	10,07	[11,02,10,08,0,42]			
P4[11.00,11.00,0.00]=0.90	P3[13.00,0.00,0.00]=10.12	P5[13.00,24.00,0.00]=13.83	null	12,23	10,16	[11,04,10,09,0,48]			
P4[11.00,11.00,0.00]=0.88	P3[13.00,0.00,0.00]=10.12	P5[13.00,24.00,0.00]=13.92	null	12,00	10,10	[11,11,10,08,0,38]			
P4[11.00,11.00,0.00]=0.83	P3[13.00,0.00,0.00]=10.11	P5[13.00,24.00,0.00]=13.86	null	12,17	10,14	[11,07,10,09,0,41]			
P4[11.00,11.00,0.00]=0.75	P3[13.00,0.00,0.00]=10.10	P5[13.00,24.00,0.00]=13.88	null	12,13	10,12	[11,03,10,09,0,36]			
P4[11.00,11.00,0.00]=0.84	P3[13.00,0.00,0.00]=10.10	P5[13.00,24.00,0.00]=13.93	null	12,02	10,09	[10,96,10,08,0,36]			
P4[11.00,11.00,0.00]=0.83	P3[13.00,0.00,0.00]=10.10	P5[13.00,24.00,0.00]=13.87	null	12,17	10,13	[10,96,10,08,0,39]			
P4[11.00,11.00,0.00]=0.84	P3[13.00,0.00,0.00]=10.09	P5[13.00,24.00,0.00]=13.89	null	12,14	10,11	[10,96,10,08,0,40]			
P4[11.00,11.00,0.00]=0.78	P3[13.00,0.00,0.00]=10.09	P5[13.00,24.00,0.00]=13.85	null	12,22	10,14	[10,97,10,08,0,40]			
