Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;LS_Estimated
P9[13.00,16.50,0.00]=2.16;P6[6.70,18.03,0.00]=7.34;P4[11.00,11.00,0.00]=7.38;P5[13.00,24.00,0.00]=6.39;[13.93, 17.73, 1.11]
P9[13.00,16.50,0.00]=2.34;P5[13.00,24.00,0.00]=6.37;P4[11.00,11.00,0.00]=7.44;P6[6.70,18.03,0.00]=6.38;[12.79, 17.95, 1.92]
P9[13.00,16.50,0.00]=2.54;P5[13.00,24.00,0.00]=6.24;P6[6.70,18.03,0.00]=7.33;P4[11.00,11.00,0.00]=7.50;[13.87, 17.89, 1.36]
P9[13.00,16.50,0.00]=2.61;P5[13.00,24.00,0.00]=6.16;P6[6.70,18.03,0.00]=7.85;P4[11.00,11.00,0.00]=7.56;[14.49, 17.87, -0.0]
P9[13.00,16.50,0.00]=2.74;P5[13.00,24.00,0.00]=6.04;P6[6.70,18.03,0.00]=7.63;P4[11.00,11.00,0.00]=7.82;[14.35, 18.11, 0.0]
P9[13.00,16.50,0.00]=2.81;P5[13.00,24.00,0.00]=5.93;P6[6.70,18.03,0.00]=5.30;P4[11.00,11.00,0.00]=7.81;[11.87, 18.59, 0.0]
P9[13.00,16.50,0.00]=2.94;P5[13.00,24.00,0.00]=5.82;P6[6.70,18.03,0.00]=5.25;P4[11.00,11.00,0.00]=7.97;[11.77, 18.76, 0.0]
P9[13.00,16.50,0.00]=3.02;P5[13.00,24.00,0.00]=5.64;P6[6.70,18.03,0.00]=5.32;P7[2.90,24.00,0.00]=10.65;[11.91, 18.62, 1.51]
P9[13.00,16.50,0.00]=2.98;P5[13.00,24.00,0.00]=5.70;P6[6.70,18.03,0.00]=5.23;P7[2.90,24.00,0.00]=10.35;[11.74, 18.59, 0.0]
P9[13.00,16.50,0.00]=3.11;P5[13.00,24.00,0.00]=5.50;P6[6.70,18.03,0.00]=5.20;P7[2.90,24.00,0.00]=10.34;[11.79, 18.75, 0.0]
P9[13.00,16.50,0.00]=3.17;P6[6.70,18.03,0.00]=5.24;P5[13.00,24.00,0.00]=5.48;P7[2.90,24.00,0.00]=10.43;[11.88, 18.74, 0.0]
P9[13.00,16.50,0.00]=3.38;P6[6.70,18.03,0.00]=5.11;P5[13.00,24.00,0.00]=5.36;P7[2.90,24.00,0.00]=10.30;[11.78, 18.87, 0.0]
P9[13.00,16.50,0.00]=3.39;P6[6.70,18.03,0.00]=5.20;P5[13.00,24.00,0.00]=5.51;P7[2.90,24.00,0.00]=10.24;[11.72, 18.82, 0.0]
P9[13.00,16.50,0.00]=3.36;P6[6.70,18.03,0.00]=5.16;P5[13.00,24.00,0.00]=5.16;P7[2.90,24.00,0.00]=10.15;[11.75, 19.09, 0.0]
P9[13.00,16.50,0.00]=3.65;P6[6.70,18.03,0.00]=5.19;P5[13.00,24.00,0.00]=4.97;P7[2.90,24.00,0.00]=10.11;[11.79, 19.3, 0.0]
P9[13.00,16.50,0.00]=3.75;P6[6.70,18.03,0.00]=5.18;P5[13.00,24.00,0.00]=4.94;P7[2.90,24.00,0.00]=10.13;[11.81, 19.33, 0.0]
P9[13.00,16.50,0.00]=3.56;P5[13.00,24.00,0.00]=5.17;P6[6.70,18.03,0.00]=5.18;P7[2.90,24.00,0.00]=10.02;[11.67, 19.19, 0.0]
P9[13.00,16.50,0.00]=3.85;P5[13.00,24.00,0.00]=4.91;P6[6.70,18.03,0.00]=5.19;P7[2.90,24.00,0.00]=9.97;[11.71, 19.45, 0.0]
P9[13.00,16.50,0.00]=3.93;P5[13.00,24.00,0.00]=4.90;P6[6.70,18.03,0.00]=5.27;P7[2.90,24.00,0.00]=9.99;[11.76, 19.5, 0.0]
P9[13.00,16.50,0.00]=3.75;P5[13.00,24.00,0.00]=4.75;P6[6.70,18.03,0.00]=5.29;P7[2.90,24.00,0.00]=9.92;[11.75, 19.59, 0.0]
P9[13.00,16.50,0.00]=4.10;P5[13.00,24.00,0.00]=4.84;P6[6.70,18.03,0.00]=5.28;P7[2.90,24.00,0.00]=9.89;[11.72, 19.64, 0.0]
P9[13.00,16.50,0.00]=3.88;P5[13.00,24.00,0.00]=4.68;P6[6.70,18.03,0.00]=5.30;P7[2.90,24.00,0.00]=9.89;[11.75, 19.68, 0.0]
P9[13.00,16.50,0.00]=4.17;P5[13.00,24.00,0.00]=4.64;P6[6.70,18.03,0.00]=5.31;P7[2.90,24.00,0.00]=9.79;[11.7, 19.84, 0.0]
P9[13.00,16.50,0.00]=4.22;P5[13.00,24.00,0.00]=4.64;P6[6.70,18.03,0.00]=5.32;P7[2.90,24.00,0.00]=9.85;[11.75, 19.83, 0.0]
P9[13.00,16.50,0.00]=4.04;P5[13.00,24.00,0.00]=4.61;P6[6.70,18.03,0.00]=5.34;P7[2.90,24.00,0.00]=9.83;[11.74, 19.81, 0.0]
P9[13.00,16.50,0.00]=4.40;P5[13.00,24.00,0.00]=4.55;P6[6.70,18.03,0.00]=5.31;P7[2.90,24.00,0.00]=9.75;[11.7, 19.99, 0.0]
P9[13.00,16.50,0.00]=4.19;P5[13.00,24.00,0.00]=4.48;P6[6.70,18.03,0.00]=5.37;P7[2.90,24.00,0.00]=9.74;[11.72, 19.98, 0.0]
P9[13.00,16.50,0.00]=4.54;P5[13.00,24.00,0.00]=4.45;P6[6.70,18.03,0.00]=5.35;P7[2.90,24.00,0.00]=9.75;[11.73, 20.11, 0.0]
P9[13.00,16.50,0.00]=4.52;P5[13.00,24.00,0.00]=4.38;P6[6.70,18.03,0.00]=5.35;P7[2.90,24.00,0.00]=9.68;[11.69, 20.17, 0.0]
P9[13.00,16.50,0.00]=4.66;P5[13.00,24.00,0.00]=4.30;P6[6.70,18.03,0.00]=5.36;P7[2.90,24.00,0.00]=9.69;[11.72, 20.27, 0.0]
P9[13.00,16.50,0.00]=4.59;P5[13.00,24.00,0.00]=4.27;P6[6.70,18.03,0.00]=5.50;P7[2.90,24.00,0.00]=9.64;[11.74, 20.34, 0.0]
P5[13.00,24.00,0.00]=4.29;P9[13.00,16.50,0.00]=4.60;P6[6.70,18.03,0.00]=5.49;P7[2.90,24.00,0.00]=9.70;[11.78, 20.3, 0.0]
P5[13.00,24.00,0.00]=4.20;P9[13.00,16.50,0.00]=4.64;P6[6.70,18.03,0.00]=5.55;P7[2.90,24.00,0.00]=9.70;[11.81, 20.39, 0.0]
P5[13.00,24.00,0.00]=4.23;P9[13.00,16.50,0.00]=4.63;P6[6.70,18.03,0.00]=5.55;P7[2.90,24.00,0.00]=9.60;[11.73, 20.42, 0.0]
P5[13.00,24.00,0.00]=4.16;P9[13.00,16.50,0.00]=4.71;P6[6.70,18.03,0.00]=5.49;P7[2.90,24.00,0.00]=9.52;[11.66, 20.49, 0.0]
P5[13.00,24.00,0.00]=4.08;P9[13.00,16.50,0.00]=4.81;P6[6.70,18.03,0.00]=5.52;P7[2.90,24.00,0.00]=9.59;[11.74, 20.55, 0.0]
P5[13.00,24.00,0.00]=4.03;P9[13.00,16.50,0.00]=4.93;P6[6.70,18.03,0.00]=5.48;P7[2.90,24.00,0.00]=9.53;[11.69, 20.64, 0.0]
P5[13.00,24.00,0.00]=3.95;P9[13.00,16.50,0.00]=4.99;P6[6.70,18.03,0.00]=5.53;P7[2.90,24.00,0.00]=9.48;[11.68, 20.74, 0.0]
P5[13.00,24.00,0.00]=3.93;P9[13.00,16.50,0.00]=5.09;P6[6.70,18.03,0.00]=5.53;P7[2.90,24.00,0.00]=9.39;[11.62, 20.84, 0.0]
P5[13.00,24.00,0.00]=3.90;P9[13.00,16.50,0.00]=4.73;P6[6.70,18.03,0.00]=5.50;P7[2.90,24.00,0.00]=9.42;[11.63, 20.65, 0.0]
P5[13.00,24.00,0.00]=3.91;P9[13.00,16.50,0.00]=4.98;P6[6.70,18.03,0.00]=5.53;P7[2.90,24.00,0.00]=9.80;[11.93, 20.61, 0.0]
P5[13.00,24.00,0.00]=3.95;P9[13.00,16.50,0.00]=4.90;P6[6.70,18.03,0.00]=5.60;P7[2.90,24.00,0.00]=10.10;[12.17, 20.44, 0.0]
P5[13.00,24.00,0.00]=4.03;P9[13.00,16.50,0.00]=4.93;P6[6.70,18.03,0.00]=5.42;P7[2.90,24.00,0.00]=10.11;[12.1, 20.33, 0.0]
P5[13.00,24.00,0.00]=3.87;P9[13.00,16.50,0.00]=4.97;P6[6.70,18.03,0.00]=5.46;P7[2.90,24.00,0.00]=9.47;[11.66, 20.73, 0.0]
P5[13.00,24.00,0.00]=3.86;P9[13.00,16.50,0.00]=4.96;P6[6.70,18.03,0.00]=5.45;P7[2.90,24.00,0.00]=10.04;[12.08, 20.46, 0.0]
P5[13.00,24.00,0.00]=3.85;P9[13.00,16.50,0.00]=5.01;P6[6.70,18.03,0.00]=5.46;P7[2.90,24.00,0.00]=9.68;[11.82, 20.66, 0.0]
P5[13.00,24.00,0.00]=3.99;P9[13.00,16.50,0.00]=4.99;P6[6.70,18.03,0.00]=5.54;P7[2.90,24.00,0.00]=9.97;[12.05, 20.5, 0.0]
P5[13.00,24.00,0.00]=4.00;P9[13.00,16.50,0.00]=5.04;P7[2.90,24.00,0.00]=9.83;null;[12.2, 20.97, 0.0]
P5[13.00,24.00,0.00]=4.00;P9[13.00,16.50,0.00]=5.05;P6[6.70,18.03,0.00]=5.47;P7[2.90,24.00,0.00]=9.75;[11.86, 20.6, 0.0]
P5[13.00,24.00,0.00]=5.76;P9[13.00,16.50,0.00]=5.10;P6[6.70,18.03,0.00]=5.57;P7[2.90,24.00,0.00]=9.98;[11.66, 19.36, 0.0]
P5[13.00,24.00,0.00]=4.37;P9[13.00,16.50,0.00]=5.07;P6[6.70,18.03,0.00]=5.63;P7[2.90,24.00,0.00]=9.86;[11.96, 20.49, 0.0]
P5[13.00,24.00,0.00]=4.52;P9[13.00,16.50,0.00]=5.06;P6[6.70,18.03,0.00]=5.60;P7[2.90,24.00,0.00]=9.63;[11.75, 20.51, 0.0]
P5[13.00,24.00,0.00]=3.92;P9[13.00,16.50,0.00]=5.07;P6[6.70,18.03,0.00]=5.66;P7[2.90,24.00,0.00]=9.67;[11.88, 20.77, 0.0]
P5[13.00,24.00,0.00]=3.74;P9[13.00,16.50,0.00]=5.06;P6[6.70,18.03,0.00]=5.61;P7[2.90,24.00,0.00]=9.60;[11.82, 20.83, 0.0]
P5[13.00,24.00,0.00]=3.74;P9[13.00,16.50,0.00]=5.03;P6[6.70,18.03,0.00]=5.76;P7[2.90,24.00,0.00]=9.54;[11.83, 20.92, 0.0]
P5[13.00,24.00,0.00]=3.73;P9[13.00,16.50,0.00]=5.06;P6[6.70,18.03,0.00]=5.76;P7[2.90,24.00,0.00]=9.62;[11.89, 20.9, 0.0]
P5[13.00,24.00,0.00]=3.84;P9[13.00,16.50,0.00]=5.13;P6[6.70,18.03,0.00]=5.83;P7[2.90,24.00,0.00]=9.63;[11.91, 20.94, 0.0]
P5[13.00,24.00,0.00]=3.87;P9[13.00,16.50,0.00]=5.05;P6[6.70,18.03,0.00]=5.82;P7[2.90,24.00,0.00]=9.56;[11.85, 20.91, 0.0]
P5[13.00,24.00,0.00]=3.81;P9[13.00,16.50,0.00]=5.05;P6[6.70,18.03,0.00]=5.90;P7[2.90,24.00,0.00]=9.47;[11.82, 21.01, 0.0]
P5[13.00,24.00,0.00]=3.73;P9[13.00,16.50,0.00]=5.09;P6[6.70,18.03,0.00]=6.00;P7[2.90,24.00,0.00]=9.55;[11.92, 21.07, 0.0]
P5[13.00,24.00,0.00]=3.84;P9[13.00,16.50,0.00]=5.07;P6[6.70,18.03,0.00]=5.74;P7[2.90,24.00,0.00]=9.53;[11.8, 20.9, 0.0]
P5[13.00,24.00,0.00]=3.69;P9[13.00,16.50,0.00]=5.10;P6[6.70,18.03,0.00]=5.77;P7[2.90,24.00,0.00]=9.57;[11.86, 20.96, 0.0]
P5[13.00,24.00,0.00]=3.71;P9[13.00,16.50,0.00]=5.12;P6[6.70,18.03,0.00]=5.72;P7[2.90,24.00,0.00]=9.58;[11.85, 20.94, 0.0]
P5[13.00,24.00,0.00]=3.85;P9[13.00,16.50,0.00]=5.12;P6[6.70,18.03,0.00]=5.69;P7[2.90,24.00,0.00]=9.69;[11.91, 20.83, 0.0]
P5[13.00,24.00,0.00]=3.75;P9[13.00,16.50,0.00]=5.01;P6[6.70,18.03,0.00]=5.67;P7[2.90,24.00,0.00]=9.64;[11.87, 20.82, 0.0]
P5[13.00,24.00,0.00]=3.96;P9[13.00,16.50,0.00]=5.09;P6[6.70,18.03,0.00]=5.67;P7[2.90,24.00,0.00]=9.59;[11.81, 20.81, 0.0]
P5[13.00,24.00,0.00]=3.89;P9[13.00,16.50,0.00]=5.10;P6[6.70,18.03,0.00]=5.65;P7[2.90,24.00,0.00]=9.56;[11.79, 20.84, 0.0]
P5[13.00,24.00,0.00]=3.79;P9[13.00,16.50,0.00]=5.08;P6[6.70,18.03,0.00]=5.63;P7[2.90,24.00,0.00]=9.45;[11.71, 20.9, 0.0]
P5[13.00,24.00,0.00]=3.75;P9[13.00,16.50,0.00]=5.05;P6[6.70,18.03,0.00]=5.59;P7[2.90,24.00,0.00]=9.45;[11.7, 20.88, 0.0]
P5[13.00,24.00,0.00]=3.89;P9[13.00,16.50,0.00]=5.11;P6[6.70,18.03,0.00]=5.64;P7[2.90,24.00,0.00]=9.42;[11.68, 20.91, 0.0]
P5[13.00,24.00,0.00]=3.77;P9[13.00,16.50,0.00]=5.08;P6[6.70,18.03,0.00]=5.67;null;[11.25, 21.18, 0.0]
P5[13.00,24.00,0.00]=3.89;P9[13.00,16.50,0.00]=5.06;P6[6.70,18.03,0.00]=5.71;P7[2.90,24.00,0.00]=9.45;[11.73, 20.9, 0.0]
P5[13.00,24.00,0.00]=3.84;P9[13.00,16.50,0.00]=5.13;P6[6.70,18.03,0.00]=5.64;null;[11.2, 21.02, 1.62]
P5[13.00,24.00,0.00]=3.91;P9[13.00,16.50,0.00]=5.09;P6[6.70,18.03,0.00]=5.81;P7[2.90,24.00,0.00]=9.43;[11.75, 20.97, 0.0]
P5[13.00,24.00,0.00]=3.89;P9[13.00,16.50,0.00]=5.09;P6[6.70,18.03,0.00]=6.36;P7[2.90,24.00,0.00]=9.52;[12.02, 21.24, 0.0]
P5[13.00,24.00,0.00]=3.93;P9[13.00,16.50,0.00]=5.12;P6[6.70,18.03,0.00]=5.61;P7[2.90,24.00,0.00]=9.57;[11.78, 20.82, 0.0]
P5[13.00,24.00,0.00]=3.92;P9[13.00,16.50,0.00]=5.11;P6[6.70,18.03,0.00]=5.57;P7[2.90,24.00,0.00]=9.58;[11.78, 20.79, 0.0]
P5[13.00,24.00,0.00]=3.93;P9[13.00,16.50,0.00]=5.07;P6[6.70,18.03,0.00]=5.95;P7[2.90,24.00,0.00]=9.64;[11.96, 20.94, 0.0]
P5[13.00,24.00,0.00]=3.88;P9[13.00,16.50,0.00]=5.06;P6[6.70,18.03,0.00]=5.64;P7[2.90,24.00,0.00]=9.57;[11.8, 20.82, 0.0]
P5[13.00,24.00,0.00]=3.95;P9[13.00,16.50,0.00]=5.09;P6[6.70,18.03,0.00]=5.55;P7[2.90,24.00,0.00]=9.60;[11.78, 20.75, 0.0]
P5[13.00,24.00,0.00]=3.82;P9[13.00,16.50,0.00]=5.11;P6[6.70,18.03,0.00]=5.90;P7[2.90,24.00,0.00]=9.45;[11.8, 21.05, 0.0]
P5[13.00,24.00,0.00]=3.80;P9[13.00,16.50,0.00]=5.18;P6[6.70,18.03,0.00]=5.87;P7[2.90,24.00,0.00]=9.45;[11.79, 21.08, 0.0]
P5[13.00,24.00,0.00]=3.86;P9[13.00,16.50,0.00]=5.11;P6[6.70,18.03,0.00]=5.62;P7[2.90,24.00,0.00]=9.43;[11.69, 20.9, 0.0]
P5[13.00,24.00,0.00]=3.82;P9[13.00,16.50,0.00]=5.09;P6[6.70,18.03,0.00]=5.58;P7[2.90,24.00,0.00]=9.49;[11.72, 20.86, 0.0]
P5[13.00,24.00,0.00]=3.77;P9[13.00,16.50,0.00]=5.09;P6[6.70,18.03,0.00]=5.62;P7[2.90,24.00,0.00]=9.53;[11.77, 20.88, 0.0]
P5[13.00,24.00,0.00]=3.85;P9[13.00,16.50,0.00]=5.12;P6[6.70,18.03,0.00]=5.59;P7[2.90,24.00,0.00]=9.50;[11.73, 20.86, 0.0]
P5[13.00,24.00,0.00]=3.81;P9[13.00,16.50,0.00]=5.05;P6[6.70,18.03,0.00]=5.68;P7[2.90,24.00,0.00]=9.43;[11.71, 20.92, 0.0]
P5[13.00,24.00,0.00]=3.86;P9[13.00,16.50,0.00]=5.08;P6[6.70,18.03,0.00]=5.64;P7[2.90,24.00,0.00]=9.49;[11.74, 20.87, 0.0]
P5[13.00,24.00,0.00]=3.86;P9[13.00,16.50,0.00]=5.08;P6[6.70,18.03,0.00]=5.78;P7[2.90,24.00,0.00]=9.45;[11.76, 20.96, 0.0]
P5[13.00,24.00,0.00]=3.84;P9[13.00,16.50,0.00]=5.04;P6[6.70,18.03,0.00]=5.61;P7[2.90,24.00,0.00]=9.49;[11.73, 20.84, 0.0]
P5[13.00,24.00,0.00]=3.92;P9[13.00,16.50,0.00]=5.06;P6[6.70,18.03,0.00]=5.53;P7[2.90,24.00,0.00]=9.52;[11.72, 20.77, 0.0]
P5[13.00,24.00,0.00]=3.92;P9[13.00,16.50,0.00]=5.05;P6[6.70,18.03,0.00]=5.54;P7[2.90,24.00,0.00]=9.48;[11.69, 20.79, 0.0]
P5[13.00,24.00,0.00]=3.87;P9[13.00,16.50,0.00]=5.08;P6[6.70,18.03,0.00]=5.74;P7[2.90,24.00,0.00]=9.52;[11.79, 20.9, 0.0]
P5[13.00,24.00,0.00]=3.90;P9[13.00,16.50,0.00]=5.10;P6[6.70,18.03,0.00]=5.74;P7[2.90,24.00,0.00]=9.48;[11.76, 20.92, 0.0]
P5[13.00,24.00,0.00]=4.00;P9[13.00,16.50,0.00]=5.07;P6[6.70,18.03,0.00]=5.71;P7[2.90,24.00,0.00]=9.45;[11.72, 20.87, 0.0]
P5[13.00,24.00,0.00]=3.98;P9[13.00,16.50,0.00]=5.06;P6[6.70,18.03,0.00]=5.65;P7[2.90,24.00,0.00]=9.47;[11.71, 20.83, 0.0]
P5[13.00,24.00,0.00]=3.98;P9[13.00,16.50,0.00]=5.03;P6[6.70,18.03,0.00]=5.63;P7[2.90,24.00,0.00]=9.50;[11.73, 20.79, 0.0]
P5[13.00,24.00,0.00]=4.00;P9[13.00,16.50,0.00]=5.07;P6[6.70,18.03,0.00]=5.56;P7[2.90,24.00,0.00]=9.47;[11.68, 20.79, 0.0]
P5[13.00,24.00,0.00]=4.05;P9[13.00,16.50,0.00]=5.05;P6[6.70,18.03,0.00]=5.66;P7[2.90,24.00,0.00]=9.47;[11.71, 20.81, 0.0]
P5[13.00,24.00,0.00]=3.93;P9[13.00,16.50,0.00]=5.11;P6[6.70,18.03,0.00]=5.65;P7[2.90,24.00,0.00]=9.51;[11.75, 20.86, 0.0]
P5[13.00,24.00,0.00]=4.05;P9[13.00,16.50,0.00]=5.07;P6[6.70,18.03,0.00]=5.62;P7[2.90,24.00,0.00]=9.45;[11.68, 20.81, 0.0]
P5[13.00,24.00,0.00]=4.02;P9[13.00,16.50,0.00]=5.10;P6[6.70,18.03,0.00]=5.60;P7[2.90,24.00,0.00]=9.48;[11.7, 20.81, 0.0]
P5[13.00,24.00,0.00]=4.00;P9[13.00,16.50,0.00]=5.09;P6[6.70,18.03,0.00]=5.62;P7[2.90,24.00,0.00]=9.47;[11.7, 20.83, 0.0]
P5[13.00,24.00,0.00]=3.99;P9[13.00,16.50,0.00]=5.06;P6[6.70,18.03,0.00]=5.57;P7[2.90,24.00,0.00]=9.44;[11.66, 20.8, 0.0]
P5[13.00,24.00,0.00]=4.02;P9[13.00,16.50,0.00]=5.09;P6[6.70,18.03,0.00]=5.58;P7[2.90,24.00,0.00]=9.42;[11.65, 20.82, 0.0]
P5[13.00,24.00,0.00]=4.06;P9[13.00,16.50,0.00]=5.07;P6[6.70,18.03,0.00]=5.52;P7[2.90,24.00,0.00]=9.43;[11.63, 20.76, 0.0]
P5[13.00,24.00,0.00]=3.98;P9[13.00,16.50,0.00]=5.08;P6[6.70,18.03,0.00]=5.57;P7[2.90,24.00,0.00]=9.41;[11.64, 20.83, 0.0]
P5[13.00,24.00,0.00]=4.02;P9[13.00,16.50,0.00]=5.09;P6[6.70,18.03,0.00]=5.63;P7[2.90,24.00,0.00]=9.50;[11.73, 20.81, 0.0]
P5[13.00,24.00,0.00]=4.01;P9[13.00,16.50,0.00]=5.06;P6[6.70,18.03,0.00]=5.60;P7[2.90,24.00,0.00]=9.49;[11.71, 20.79, 0.0]
P5[13.00,24.00,0.00]=4.02;P9[13.00,16.50,0.00]=5.05;P6[6.70,18.03,0.00]=5.60;P7[2.90,24.00,0.00]=9.42;[11.65, 20.81, 0.0]
P5[13.00,24.00,0.00]=4.03;P9[13.00,16.50,0.00]=5.08;P6[6.70,18.03,0.00]=5.62;P7[2.90,24.00,0.00]=9.44;[11.68, 20.82, 0.0]
P5[13.00,24.00,0.00]=4.03;P9[13.00,16.50,0.00]=5.10;P6[6.70,18.03,0.00]=5.69;P7[2.90,24.00,0.00]=9.44;[11.7, 20.87, 0.0]
P5[13.00,24.00,0.00]=4.02;P9[13.00,16.50,0.00]=5.08;P6[6.70,18.03,0.00]=5.58;P7[2.90,24.00,0.00]=9.48;[11.69, 20.79, 0.0]
P5[13.00,24.00,0.00]=4.10;P9[13.00,16.50,0.00]=5.09;P6[6.70,18.03,0.00]=5.38;P7[2.90,24.00,0.00]=9.44;[11.58, 20.68, 0.0]
P5[13.00,24.00,0.00]=3.99;P9[13.00,16.50,0.00]=5.05;P6[6.70,18.03,0.00]=6.04;P7[2.90,24.00,0.00]=9.45;[11.84, 21.04, 0.0]
P5[13.00,24.00,0.00]=4.01;P9[13.00,16.50,0.00]=5.12;P6[6.70,18.03,0.00]=6.08;P7[2.90,24.00,0.00]=9.49;[11.88, 21.08, 0.0]
P5[13.00,24.00,0.00]=4.05;P9[13.00,16.50,0.00]=5.13;P6[6.70,18.03,0.00]=6.02;P7[2.90,24.00,0.00]=9.48;[11.85, 21.04, 0.0]
P5[13.00,24.00,0.00]=4.09;P9[13.00,16.50,0.00]=5.11;P6[6.70,18.03,0.00]=6.02;P7[2.90,24.00,0.00]=9.47;[11.84, 21.02, 0.0]
P5[13.00,24.00,0.00]=4.07;P9[13.00,16.50,0.00]=5.07;P6[6.70,18.03,0.00]=6.05;P7[2.90,24.00,0.00]=9.52;[11.89, 21.0, 0.0]
P5[13.00,24.00,0.00]=3.98;P9[13.00,16.50,0.00]=5.06;P6[6.70,18.03,0.00]=5.61;P7[2.90,24.00,0.00]=9.55;[11.76, 20.78, 0.0]
P5[13.00,24.00,0.00]=3.92;P9[13.00,16.50,0.00]=5.05;P6[6.70,18.03,0.00]=5.68;P7[2.90,24.00,0.00]=9.46;[11.72, 20.87, 0.0]
P5[13.00,24.00,0.00]=4.02;P9[13.00,16.50,0.00]=5.09;P6[6.70,18.03,0.00]=5.85;P7[2.90,24.00,0.00]=9.53;[11.83, 20.91, 0.0]
P5[13.00,24.00,0.00]=4.08;P9[13.00,16.50,0.00]=4.98;P6[6.70,18.03,0.00]=5.92;P7[2.90,24.00,0.00]=9.53;[11.85, 20.87, 0.0]
P5[13.00,24.00,0.00]=4.02;P9[13.00,16.50,0.00]=4.98;P6[6.70,18.03,0.00]=5.89;P7[2.90,24.00,0.00]=9.51;[11.83, 20.89, 0.0]
P5[13.00,24.00,0.00]=3.95;P9[13.00,16.50,0.00]=4.97;P6[6.70,18.03,0.00]=5.87;P7[2.90,24.00,0.00]=9.48;[11.8, 20.91, 0.0]
P5[13.00,24.00,0.00]=3.96;P9[13.00,16.50,0.00]=4.97;P6[6.70,18.03,0.00]=5.78;P7[2.90,24.00,0.00]=9.53;[11.81, 20.83, 0.0]
P5[13.00,24.00,0.00]=3.93;P9[13.00,16.50,0.00]=4.97;P6[6.70,18.03,0.00]=5.75;P7[2.90,24.00,0.00]=9.55;[11.81, 20.82, 0.0]
P5[13.00,24.00,0.00]=3.94;P9[13.00,16.50,0.00]=4.88;P6[6.70,18.03,0.00]=5.67;P7[2.90,24.00,0.00]=9.57;[11.8, 20.72, 0.0]
P5[13.00,24.00,0.00]=3.98;P9[13.00,16.50,0.00]=4.93;P6[6.70,18.03,0.00]=5.62;P7[2.90,24.00,0.00]=9.61;[11.81, 20.69, 0.0]
P5[13.00,24.00,0.00]=3.87;P9[13.00,16.50,0.00]=4.91;P6[6.70,18.03,0.00]=5.54;P7[2.90,24.00,0.00]=9.59;[11.77, 20.69, 0.0]
P5[13.00,24.00,0.00]=4.23;P9[13.00,16.50,0.00]=4.92;P6[6.70,18.03,0.00]=5.71;P7[2.90,24.00,0.00]=9.58;[11.79, 20.65, 0.0]
P5[13.00,24.00,0.00]=4.04;P9[13.00,16.50,0.00]=4.90;P6[6.70,18.03,0.00]=5.60;P7[2.90,24.00,0.00]=9.52;[11.72, 20.68, 0.0]
P5[13.00,24.00,0.00]=4.02;P9[13.00,16.50,0.00]=4.88;P6[6.70,18.03,0.00]=5.61;P7[2.90,24.00,0.00]=9.49;[11.71, 20.7, 0.0]
P5[13.00,24.00,0.00]=3.93;P9[13.00,16.50,0.00]=4.90;P6[6.70,18.03,0.00]=5.62;P7[2.90,24.00,0.00]=9.56;[11.77, 20.71, 0.0]
P5[13.00,24.00,0.00]=4.03;P9[13.00,16.50,0.00]=4.91;P6[6.70,18.03,0.00]=5.62;P7[2.90,24.00,0.00]=9.53;[11.74, 20.7, 0.0]
P5[13.00,24.00,0.00]=4.01;P9[13.00,16.50,0.00]=4.83;P6[6.70,18.03,0.00]=5.57;P7[2.90,24.00,0.00]=9.61;[11.78, 20.6, 0.0]
P5[13.00,24.00,0.00]=4.07;P9[13.00,16.50,0.00]=4.90;P6[6.70,18.03,0.00]=5.60;P7[2.90,24.00,0.00]=9.56;[11.75, 20.65, 0.0]
P5[13.00,24.00,0.00]=4.03;P9[13.00,16.50,0.00]=4.93;P6[6.70,18.03,0.00]=5.65;P7[2.90,24.00,0.00]=9.52;[11.74, 20.73, 0.0]
P5[13.00,24.00,0.00]=3.89;P9[13.00,16.50,0.00]=4.94;P6[6.70,18.03,0.00]=5.66;P7[2.90,24.00,0.00]=9.56;[11.79, 20.77, 0.0]
P5[13.00,24.00,0.00]=4.01;P9[13.00,16.50,0.00]=4.91;P6[6.70,18.03,0.00]=5.73;P7[2.90,24.00,0.00]=9.60;[11.83, 20.73, 0.0]
P5[13.00,24.00,0.00]=3.94;P9[13.00,16.50,0.00]=4.97;P6[6.70,18.03,0.00]=5.67;P7[2.90,24.00,0.00]=9.54;[11.78, 20.78, 0.0]
P5[13.00,24.00,0.00]=4.00;P9[13.00,16.50,0.00]=4.95;P6[6.70,18.03,0.00]=5.64;P7[2.90,24.00,0.00]=9.56;[11.77, 20.72, 0.0]
P5[13.00,24.00,0.00]=3.94;P9[13.00,16.50,0.00]=5.00;P6[6.70,18.03,0.00]=5.64;P7[2.90,24.00,0.00]=9.55;[11.77, 20.77, 0.0]
P5[13.00,24.00,0.00]=3.96;P9[13.00,16.50,0.00]=5.02;P6[6.70,18.03,0.00]=5.62;P7[2.90,24.00,0.00]=9.46;[11.7, 20.81, 0.0]
P5[13.00,24.00,0.00]=3.99;P9[13.00,16.50,0.00]=5.02;P6[6.70,18.03,0.00]=5.69;P7[2.90,24.00,0.00]=9.48;[11.73, 20.82, 0.0]
